# id X Y type ready_time pair_id
1 13.22 14.27 D 217 0
2 4.48 14.61 D 28 0
3 4.51 13.03 D 62 0
4 7.75 3.33 DL 0 3
5 8.97 12.18 D 34 0
6 1.97 9.76 D 83 0
7 18.98 1.45 D 127 0
8 18.71 0.33 DL 0 4
9 1.55 11.39 DL 0 5
10 12.71 12.01 D 154 0
11 7.36 13.21 D 54 0
12 12.65 7.15 D 103 0
13 14.77 0.97 P 0 5
14 17.7 1.86 D 99 0
15 13.6 16.12 D 69 0
16 2.21 12.75 D 189 0
17 12.64 14.11 D 115 0
18 0.93 8.97 P 0 4
19 0.64 2.37 DL 0 6
20 12.83 19.1 D 174 0
21 0.94 19.58 D 10 0
22 2.82 5.7 D 204 0
23 17.24 17.24 D 182 0
24 17.64 4.37 D 20 0
25 9.35 6.21 D 2 0
26 4.58 8.61 D 152 0
27 6.36 3.39 P 0 2
28 9.94 7.05 D 200 0
29 17.55 16.61 D 170 0
30 17.99 5.31 D 130 0
31 0.9 19.4 D 37 0
32 10.22 11.23 D 69 0
33 13.32 11.61 P 0 8
34 0.21 9.37 D 84 0
35 17.53 16.62 D 201 0
36 9.7 18.02 D 38 0
37 15.96 11.59 DL 0 2
38 17.8 10.77 D 206 0
39 4.2 2.88 D 185 0
40 17.35 13.12 P 0 3
41 3.13 6.13 D 102 0
42 9.65 14.48 D 51 0
43 2.2 7.13 D 12 0
44 2.27 5.9 D 58 0
45 4.47 8.3 D 129 0
46 3.12 4.86 D 63 0
47 8.27 3.7 D 131 0
48 8.49 19.68 D 38 0
49 9.97 14.9 P 0 7
50 2.92 18.28 D 64 0
51 7.65 0.07 D 205 0
52 4.04 18.63 P 0 6
53 6.56 18.88 D 138 0
54 17.19 11.66 P 0 9
55 13.67 16.93 D 169 0
56 11.31 1.11 DL 0 9
57 0.9 5.53 D 30 0
58 10.1 19.52 DL 0 1
59 14.58 14.4 DL 0 7
60 10.66 14.76 D 72 0
61 11.71 8.47 D 88 0
62 15.64 17.03 D 8 0
63 13.41 3.18 D 86 0
64 14.15 13.2 D 3 0
65 19.76 6.96 D 125 0
66 11.89 11.68 D 207 0
67 11.44 4.63 D 218 0
68 11.47 19.56 D 92 0
69 8.8 10.77 D 64 0
70 0.25 11.17 D 174 0
71 11.09 8.26 DL 0 8
72 14.87 6.9 D 120 0
73 15.55 3.99 D 52 0
74 19.14 0.12 D 85 0
75 18.86 0.93 P 0 1
76 15.21 10.53 D 184 0
77 12.06 4.1 D 107 0
78 6.58 3.02 D 202 0
79 14.05 6.1 D 9 0
80 5.96 12.35 D 55 0
81 8.47 17.55 D 141 0
82 11.09 16.28 D 78 0
83 14.04 17.36 D 10 0
84 17.11 2.35 D 80 0
85 9.63 18.33 D 172 0
86 15.43 16.66 D 3 0
87 11.62 14.81 D 140 0
88 6.04 7.23 D 196 0
89 3.49 0.66 D 115 0
90 2.51 18.83 P 0 10
91 5.36 18.27 D 117 0
92 17.21 1.32 D 219 0
93 4.71 2.38 D 188 0
94 18.1 19.67 DL 0 10
95 8.47 16.02 D 131 0
96 7.63 19.78 D 34 0
97 1.54 0.08 D 126 0
98 9.6 11.71 D 53 0
99 6.99 13.02 D 192 0
100 0.14 19.26 D 203 0
