# id X Y type ready_time pair_id
1 7.44 15.78 D 220 0
2 7.19 7.92 D 74 0
3 6.07 13.31 D 278 0
4 5.06 13.54 D 76 0
5 16.43 17.05 D 409 0
6 9.48 2.04 D 193 0
7 5.78 9.79 D 505 0
8 19.25 6.61 P 0 1
9 19.83 9.17 DL 0 4
10 1.02 17.37 D 180 0
11 9.66 6.79 D 507 0
12 14.27 7.54 D 408 0
13 10.38 13.82 P 0 3
14 7.44 18.27 D 117 0
15 0.56 12.99 P 0 4
16 18.43 15.45 D 322 0
17 9.06 19.31 D 329 0
18 11.29 7.31 D 303 0
19 19.77 4.73 DL 0 1
20 14.25 7.27 D 319 0
21 13.29 5.68 D 420 0
22 13.88 3.02 D 298 0
23 19.84 6.58 D 52 0
24 5.21 9.78 DL 0 2
25 17.62 17.3 D 358 0
26 18.02 3.3 D 462 0
27 17.01 18.17 D 433 0
28 16.23 6.78 DL 0 3
29 2.5 11.87 D 234 0
30 18.62 4.34 D 109 0
31 1.52 18.84 D 13 0
32 17.33 13.66 D 327 0
33 11.94 19.64 D 359 0
34 13.03 10.3 D 482 0
35 8.98 6.14 D 389 0
36 4.95 17.15 D 357 0
37 5.62 11.66 D 174 0
38 8.16 13.78 D 295 0
39 1.02 9.74 P 0 2
40 0.34 2.72 D 212 0
