# id X Y type ready_time pair_id
1 4.85 0.13 D 432 0
2 0.49 16.78 D 254 0
3 7.83 19.67 D 138 0
4 7.01 16.06 DL 0 3
5 13.97 12.65 D 350 0
6 13.88 8.67 D 123 0
7 1.66 10.7 D 471 0
8 3.72 8.16 D 4 0
9 12.96 18.56 D 544 0
10 18.27 10.87 P 0 5
11 8.1 4.49 D 374 0
12 4.87 4.31 D 147 0
13 16.67 9.72 D 339 0
14 10.99 2.84 D 465 0
15 9.78 18.89 D 593 0
16 19.45 16.54 D 575 0
17 5.74 18.67 D 456 0
18 10.6 1.83 D 542 0
19 5.59 17.38 D 181 0
20 16.65 16.22 D 352 0
21 14.05 5.14 D 505 0
22 18.26 3.84 D 96 0
23 16.59 0.84 D 6 0
24 3.52 13.0 D 41 0
25 14.06 0.03 D 246 0
26 5.73 12.86 DL 0 2
27 2.37 6.21 D 149 0
28 17.75 12.11 P 0 1
29 6.75 16.77 D 414 0
30 8.02 9.55 D 323 0
31 17.64 4.43 P 0 3
32 16.08 3.6 D 393 0
33 8.32 5.33 D 219 0
34 4.01 15.89 D 415 0
35 3.23 15.46 D 449 0
36 4.14 2.64 DL 0 5
37 10.38 8.87 D 582 0
38 13.19 16.93 D 541 0
39 11.04 2.84 DL 0 4
40 18.39 4.42 D 352 0
41 15.84 8.1 D 392 0
42 1.76 6.17 D 542 0
43 7.5 15.37 P 0 2
44 15.9 2.71 D 55 0
45 17.24 3.42 D 156 0
46 16.2 5.73 D 385 0
47 4.81 8.5 D 315 0
48 12.64 5.8 D 366 0
49 9.57 9.99 DL 0 1
50 7.7 17.71 P 0 4
