# id X Y type ready_time pair_id
1 7.34 18.05 D 321 0
2 0.16 13.62 D 588 0
3 7.07 10.7 D 580 0
4 12.7 4.43 DL 0 9
5 7.26 1.48 D 97 0
6 4.93 6.6 D 454 0
7 1.0 3.46 D 78 0
8 10.28 6.3 D 543 0
9 10.64 2.28 D 582 0
10 8.12 0.53 D 299 0
11 1.63 14.14 P 0 7
12 13.82 1.51 P 0 1
13 13.91 16.41 D 513 0
14 1.83 17.33 D 397 0
15 19.93 10.53 D 527 0
16 18.38 2.92 D 633 0
17 17.58 16.16 D 433 0
18 10.66 17.82 D 304 0
19 12.18 5.26 P 0 10
20 4.84 9.36 D 438 0
21 12.26 5.39 D 297 0
22 6.78 3.85 D 330 0
23 0.59 12.69 D 341 0
24 15.8 11.61 D 389 0
25 4.14 16.45 D 163 0
26 14.8 16.86 D 173 0
27 14.39 10.0 D 517 0
28 7.91 8.07 D 466 0
29 3.03 5.14 D 233 0
30 0.73 10.7 D 403 0
31 16.94 1.37 D 635 0
32 17.5 10.31 D 24 0
33 1.28 5.11 D 407 0
34 4.74 1.2 D 333 0
35 9.68 9.16 D 233 0
36 1.4 3.54 D 192 0
37 16.63 7.98 D 435 0
38 1.87 0.0 D 362 0
39 8.55 0.73 D 349 0
40 0.05 12.03 D 621 0
41 17.43 0.39 DL 0 10
42 0.41 5.38 D 254 0
43 13.65 4.97 P 0 8
44 14.71 4.63 D 519 0
45 13.12 14.61 D 555 0
46 12.28 7.46 D 18 0
47 17.78 17.13 D 131 0
48 15.81 0.43 D 574 0
49 18.52 13.66 D 518 0
50 14.8 10.6 P 0 3
51 4.61 15.95 D 111 0
52 4.37 19.63 D 57 0
53 4.83 17.54 D 337 0
54 8.48 0.33 DL 0 4
55 12.14 1.81 DL 0 2
56 13.44 9.78 D 354 0
57 15.7 1.89 D 202 0
58 0.13 7.49 D 532 0
59 2.2 9.84 D 127 0
60 1.51 2.28 D 54 0
61 11.59 5.16 D 370 0
62 5.77 7.31 DL 0 6
63 1.67 16.69 D 4 0
64 14.82 19.47 D 484 0
65 10.51 5.94 D 97 0
66 12.88 15.68 DL 0 8
67 6.09 4.87 P 0 2
68 0.61 17.18 DL 0 1
69 18.47 16.58 D 488 0
70 6.35 10.47 D 274 0
71 1.43 13.5 D 361 0
72 18.16 12.91 D 271 0
73 7.72 4.44 P 0 4
74 7.61 10.4 P 0 5
75 4.71 9.18 P 0 9
76 19.62 14.73 DL 0 3
77 6.12 17.2 D 508 0
78 1.39 8.97 P 0 6
79 9.06 16.01 D 441 0
80 17.6 10.9 D 529 0
81 5.71 13.44 DL 0 5
82 9.61 6.08 D 369 0
83 4.13 8.39 D 36 0
84 1.41 5.43 D 427 0
85 3.74 4.89 D 436 0
86 16.79 4.93 D 284 0
87 7.38 15.51 D 395 0
88 8.99 9.45 D 159 0
89 14.43 1.71 D 220 0
90 16.43 6.78 D 451 0
91 6.97 11.44 D 608 0
92 6.46 3.7 D 13 0
93 14.52 16.95 D 643 0
94 12.88 1.1 D 496 0
95 2.11 9.47 DL 0 7
96 12.11 12.05 D 415 0
97 10.95 11.82 D 563 0
98 18.13 13.7 D 375 0
99 11.36 4.66 D 236 0
100 7.03 11.16 D 283 0
