# id X Y type ready_time pair_id
1 16.39 17.08 D 132 0
2 17.85 5.57 DL 0 3
3 11.88 0.66 D 361 0
4 10.23 16.68 D 201 0
5 18.62 7.64 DL 0 1
6 2.95 0.95 D 536 0
7 2.75 18.67 DL 0 2
8 0.24 9.56 D 444 0
9 12.68 4.26 D 111 0
10 18.71 15.44 D 67 0
11 19.59 11.73 D 139 0
12 11.66 15.32 D 133 0
13 17.18 16.15 D 280 0
14 0.31 17.39 D 158 0
15 18.79 7.01 D 589 0
16 19.42 4.83 D 386 0
17 17.65 14.26 D 537 0
18 12.9 10.34 P 0 2
19 9.71 0.64 D 421 0
20 18.88 2.8 D 198 0
21 17.23 0.8 D 302 0
22 2.96 13.53 D 278 0
23 16.52 11.75 D 269 0
24 13.56 16.72 D 528 0
25 2.93 14.39 P 0 1
26 3.68 6.14 D 603 0
27 2.81 10.97 D 208 0
28 9.89 18.84 D 108 0
29 3.15 19.76 P 0 3
30 1.27 5.11 D 615 0
