# id X Y type ready_time pair_id
1 1.62 1.4 D 335 0
2 4.49 2.55 D 96 0
3 18.37 15.97 D 103 0
4 6.85 13.01 D 5 0
5 7.42 3.26 D 284 0
6 13.66 18.41 D 66 0
7 3.35 18.29 DL 0 3
8 17.3 15.62 P 0 1
9 10.23 6.95 P 0 3
10 13.03 8.51 D 101 0
11 1.97 15.91 P 0 2
12 15.16 6.28 D 93 0
13 12.57 18.88 D 6 0
14 8.36 17.65 D 58 0
15 2.97 4.82 D 157 0
16 6.55 11.52 DL 0 1
17 11.23 18.72 D 129 0
18 12.28 12.28 D 51 0
19 18.98 0.8 D 211 0
20 5.56 16.08 D 259 0
21 18.4 16.27 D 2 0
22 3.47 13.59 D 289 0
23 1.58 4.45 D 27 0
24 18.93 4.15 D 315 0
25 16.47 3.55 D 352 0
26 10.46 6.29 DL 0 2
27 2.45 5.09 D 211 0
28 13.37 10.78 D 292 0
29 12.52 0.96 D 221 0
30 17.3 3.22 D 121 0
