# id X Y type ready_time pair_id
1 7.36 14.85 DL 0 4
2 16.73 18.43 D 258 0
3 4.7 8.47 D 113 0
4 2.38 5.69 D 179 0
5 7.74 18.37 D 408 0
6 2.83 19.95 D 69 0
7 10.5 7.74 P 0 2
8 19.92 19.37 D 504 0
9 8.91 4.03 D 277 0
10 15.89 6.86 D 506 0
11 2.49 12.0 D 365 0
12 4.18 11.1 D 533 0
13 13.36 16.07 P 0 1
14 18.98 6.06 D 214 0
15 5.55 15.85 DL 0 3
16 10.54 6.0 D 447 0
17 5.05 0.7 DL 0 1
18 11.77 8.65 D 189 0
19 4.58 2.53 D 262 0
20 15.04 14.63 D 576 0
21 6.2 9.36 D 233 0
22 7.78 7.91 D 245 0
23 9.59 16.49 D 323 0
24 0.32 18.98 D 348 0
25 14.0 17.15 D 472 0
26 0.1 10.2 D 154 0
27 8.03 9.74 D 40 0
28 2.77 0.91 P 0 4
29 12.96 5.03 P 0 3
30 2.35 9.11 D 58 0
31 2.33 13.44 D 488 0
32 10.38 5.67 D 364 0
33 3.6 19.79 D 467 0
34 17.01 17.7 DL 0 2
35 16.08 10.95 D 87 0
36 5.74 17.96 D 481 0
37 13.14 10.52 D 539 0
38 7.97 19.08 D 102 0
39 16.99 13.67 D 42 0
40 13.59 13.21 D 383 0
