# id X Y type ready_time pair_id
1 7.34 18.05 D 128 0
2 0.16 13.62 D 163 0
3 7.07 10.7 D 623 0
4 12.7 4.43 P 0 1
5 7.26 1.48 D 97 0
6 4.93 6.6 P 0 10
7 1.0 3.46 P 0 5
8 10.28 6.3 DL 0 2
9 10.64 2.28 D 755 0
10 8.12 0.53 D 430 0
11 1.63 14.14 D 146 0
12 13.82 1.51 D 148 0
13 13.91 16.41 D 130 0
14 1.83 17.33 D 640 0
15 19.93 10.53 D 793 0
16 18.38 2.92 D 154 0
17 17.58 16.16 D 546 0
18 10.66 17.82 D 625 0
19 12.18 5.26 D 806 0
20 4.84 9.36 DL 0 1
21 12.26 5.39 P 0 6
22 6.78 3.85 D 243 0
23 0.59 12.69 D 60 0
24 15.8 11.61 P 0 4
25 4.14 16.45 P 0 3
26 14.8 16.86 D 48 0
27 14.39 10.0 DL 0 9
28 7.91 8.07 D 47 0
29 3.03 5.14 D 413 0
30 0.73 10.7 D 544 0
31 16.94 1.37 D 268 0
32 17.5 10.31 D 152 0
33 1.28 5.11 D 631 0
34 4.74 1.2 D 821 0
35 9.68 9.16 P 0 2
36 1.4 3.54 D 132 0
37 16.63 7.98 D 849 0
38 1.87 0.0 DL 0 10
39 8.55 0.73 D 136 0
40 0.05 12.03 D 334 0
41 17.43 0.39 D 248 0
42 0.41 5.38 D 411 0
43 13.65 4.97 DL 0 6
44 14.71 4.63 D 561 0
45 13.12 14.61 D 58 0
46 12.28 7.46 D 681 0
47 17.78 17.13 D 232 0
48 15.81 0.43 D 204 0
49 18.52 13.66 D 602 0
50 14.8 10.6 DL 0 3
51 4.61 15.95 D 510 0
52 4.37 19.63 D 139 0
53 4.83 17.54 D 793 0
54 8.48 0.33 D 184 0
55 12.14 1.81 D 241 0
56 13.44 9.78 D 553 0
57 15.7 1.89 DL 0 8
58 0.13 7.49 D 689 0
59 2.2 9.84 D 193 0
60 1.51 2.28 D 233 0
61 11.59 5.16 D 787 0
62 5.77 7.31 D 301 0
63 1.67 16.69 D 306 0
64 14.82 19.47 D 466 0
65 10.51 5.94 D 431 0
66 12.88 15.68 D 457 0
67 6.09 4.87 D 377 0
68 0.61 17.18 D 592 0
69 18.47 16.58 P 0 8
70 6.35 10.47 D 464 0
71 1.43 13.5 D 183 0
72 18.16 12.91 D 851 0
73 7.72 4.44 D 44 0
74 7.61 10.4 P 0 9
75 4.71 9.18 D 639 0
76 19.62 14.73 D 101 0
77 6.12 17.2 D 618 0
78 1.39 8.97 D 782 0
79 9.06 16.01 DL 0 4
80 17.6 10.9 D 319 0
81 5.71 13.44 DL 0 7
82 9.61 6.08 D 811 0
83 4.13 8.39 D 620 0
84 1.41 5.43 D 100 0
85 3.74 4.89 D 659 0
86 16.79 4.93 D 683 0
87 7.38 15.51 P 0 7
88 8.99 9.45 D 46 0
89 14.43 1.71 D 13 0
90 16.43 6.78 D 455 0
91 6.97 11.44 DL 0 5
92 6.46 3.7 D 413 0
93 14.52 16.95 D 78 0
94 12.88 1.1 D 209 0
95 2.11 9.47 D 313 0
96 12.11 12.05 D 137 0
97 10.95 11.82 D 640 0
98 18.13 13.7 D 151 0
99 11.36 4.66 D 342 0
100 7.03 11.16 D 738 0
