# id X Y type ready_time pair_id
1 1.62 1.4 D 356 0
2 4.49 2.55 D 566 0
3 18.37 15.97 DL 0 3
4 6.85 13.01 D 61 0
5 7.42 3.26 D 7 0
6 13.66 18.41 D 70 0
7 3.35 18.29 D 130 0
8 17.3 15.62 D 308 0
9 10.23 6.95 D 585 0
10 13.03 8.51 D 204 0
11 1.97 15.91 DL 0 2
12 15.16 6.28 P 0 3
13 12.57 18.88 D 451 0
14 8.36 17.65 DL 0 1
15 2.97 4.82 D 55 0
16 6.55 11.52 D 196 0
17 11.23 18.72 D 153 0
18 12.28 12.28 P 0 1
19 18.98 0.8 D 82 0
20 5.56 16.08 D 371 0
21 18.4 16.27 D 364 0
22 3.47 13.59 D 41 0
23 1.58 4.45 D 94 0
24 18.93 4.15 D 415 0
25 16.47 3.55 D 181 0
26 10.46 6.29 D 74 0
27 2.45 5.09 P 0 2
28 13.37 10.78 D 332 0
29 12.52 0.96 D 246 0
30 17.3 3.22 D 283 0
