# id X Y type ready_time pair_id
1 13.95 18.74 D 5 0
2 15.4 11.84 D 750 0
3 10.43 11.28 D 265 0
4 15.27 16.98 D 601 0
5 2.88 19.18 D 9 0
6 4.36 10.22 D 587 0
7 16.72 11.69 D 448 0
8 18.67 15.26 D 143 0
9 2.22 8.49 D 308 0
10 12.84 9.98 D 1 0
11 19.29 11.18 DL 0 5
12 9.76 5.69 D 177 0
13 3.92 10.17 D 45 0
14 0.65 16.61 D 99 0
15 3.79 3.26 D 42 0
16 19.23 3.24 P 0 1
17 16.64 17.26 D 290 0
18 9.69 11.94 DL 0 1
19 16.12 10.62 P 0 4
20 0.16 11.44 D 415 0
21 7.77 11.27 D 508 0
22 0.91 7.11 D 173 0
23 19.83 11.78 D 37 0
24 9.66 13.52 D 406 0
25 2.68 1.3 DL 0 6
26 5.02 6.94 D 130 0
27 4.34 3.05 D 183 0
28 3.64 0.65 D 613 0
29 9.49 4.71 DL 0 7
30 6.65 8.21 D 362 0
31 14.57 19.52 P 0 7
32 6.42 2.19 DL 0 3
33 2.59 15.76 D 503 0
34 6.26 19.5 D 383 0
35 17.85 4.11 D 583 0
36 2.27 8.17 D 321 0
37 3.01 13.41 D 134 0
38 9.29 15.05 D 640 0
39 8.63 18.29 D 349 0
40 0.84 19.03 DL 0 8
41 18.98 4.72 P 0 2
42 17.02 0.34 D 228 0
43 16.85 13.43 D 33 0
44 13.3 2.65 D 698 0
45 14.77 5.14 D 309 0
46 18.6 11.95 D 156 0
47 10.59 6.62 D 789 0
48 1.34 3.86 P 0 3
49 1.04 1.97 P 0 8
50 8.66 19.14 D 176 0
51 8.72 9.63 D 448 0
52 5.79 16.37 D 730 0
53 4.99 12.41 D 303 0
54 19.99 19.98 D 797 0
55 4.25 5.11 D 116 0
56 6.95 12.37 D 30 0
57 3.34 12.46 D 407 0
58 5.75 9.33 P 0 5
59 4.08 8.52 DL 0 4
60 13.55 9.62 D 239 0
61 6.52 18.01 D 383 0
62 10.6 1.45 D 419 0
63 15.88 19.97 D 231 0
64 2.2 1.43 D 533 0
65 7.16 4.48 D 697 0
66 15.3 14.76 D 656 0
67 17.79 14.49 P 0 6
68 14.46 19.36 D 745 0
69 11.17 16.29 D 445 0
70 4.19 11.28 D 444 0
71 11.59 4.79 D 471 0
72 3.29 3.8 D 297 0
73 14.47 2.53 D 165 0
74 9.91 8.41 DL 0 2
75 5.13 15.16 D 750 0
