# id X Y type ready_time pair_id
1 18.58 16.97 D 373 0
2 14.72 16.28 DL 0 3
3 2.48 19.08 D 168 0
4 6.28 4.14 D 616 0
5 16.21 11.4 D 718 0
6 11.83 4.51 D 203 0
7 10.24 18.02 D 72 0
8 12.54 19.37 D 300 0
9 0.01 0.42 P 0 1
10 18.16 19.31 D 588 0
11 4.38 13.05 D 705 0
12 18.61 11.06 D 649 0
13 15.06 2.67 D 704 0
14 14.89 4.57 DL 0 1
15 1.1 10.88 D 749 0
16 1.94 6.65 D 707 0
17 17.88 9.35 D 332 0
18 1.15 10.68 D 419 0
19 1.35 17.56 P 0 2
20 2.19 15.34 D 453 0
21 4.34 4.11 D 630 0
22 10.17 8.93 D 708 0
23 14.26 14.22 D 59 0
24 6.87 0.89 P 0 3
25 19.42 18.65 D 446 0
26 3.06 6.88 D 565 0
27 4.39 2.05 D 130 0
28 2.38 19.69 D 374 0
29 14.13 2.48 D 441 0
30 17.01 4.91 DL 0 2
