# id X Y type ready_time pair_id
1 19.9 9.24 D 260 0
2 11.03 8.34 P 0 2
3 4.64 19.45 P 0 3
4 1.73 15.37 D 140 0
5 16.74 11.16 DL 0 1
6 9.84 18.15 D 39 0
7 17.93 0.2 D 153 0
8 14.23 10.01 D 25 0
9 17.07 10.65 D 194 0
10 12.32 1.19 P 0 4
11 17.44 5.92 D 200 0
12 19.7 12.3 D 123 0
13 18.05 4.42 D 146 0
14 4.49 16.18 D 80 0
15 13.75 1.43 D 94 0
16 2.01 9.65 D 8 0
17 9.58 13.55 D 78 0
18 6.2 4.12 D 145 0
19 0.59 7.65 D 227 0
20 0.34 12.54 D 22 0
21 9.97 12.41 D 90 0
22 11.56 19.0 DL 0 2
23 5.5 17.09 D 79 0
24 11.18 6.75 D 27 0
25 7.34 19.77 D 76 0
26 16.06 10.94 D 267 0
27 18.36 15.16 D 71 0
28 14.82 12.53 D 0 0
29 12.47 10.67 D 52 0
30 7.32 2.09 D 56 0
31 6.16 8.72 D 157 0
32 5.78 13.4 DL 0 3
33 13.65 13.16 D 165 0
34 1.37 0.2 D 187 0
35 7.02 8.09 D 117 0
36 11.73 2.07 D 251 0
37 9.48 18.51 P 0 1
38 11.45 19.99 D 136 0
39 1.79 13.98 DL 0 4
40 10.21 16.03 D 72 0
