# id X Y type ready_time pair_id
1 7.36 14.85 D 404 0
2 16.73 18.43 D 159 0
3 4.7 8.47 D 406 0
4 2.38 5.69 DL 0 3
5 7.74 18.37 D 376 0
6 2.83 19.95 D 220 0
7 10.5 7.74 DL 0 1
8 19.92 19.37 D 249 0
9 8.91 4.03 D 319 0
10 15.89 6.86 D 20 0
11 2.49 12.0 D 366 0
12 4.18 11.1 P 0 1
13 13.36 16.07 D 303 0
14 18.98 6.06 D 27 0
15 5.55 15.85 D 96 0
16 10.54 6.0 D 418 0
17 5.05 0.7 DL 0 4
18 11.77 8.65 D 17 0
19 4.58 2.53 DL 0 2
20 15.04 14.63 P 0 3
21 6.2 9.36 D 83 0
22 7.78 7.91 D 12 0
23 9.59 16.49 D 399 0
24 0.32 18.98 D 314 0
25 14.0 17.15 D 420 0
26 0.1 10.2 P 0 4
27 8.03 9.74 D 299 0
28 2.77 0.91 D 46 0
29 12.96 5.03 D 175 0
30 2.35 9.11 D 27 0
31 2.33 13.44 D 41 0
32 10.38 5.67 D 177 0
33 3.6 19.79 D 239 0
34 17.01 17.7 D 133 0
35 16.08 10.95 D 68 0
36 5.74 17.96 D 149 0
37 13.14 10.52 D 89 0
38 7.97 19.08 D 105 0
39 16.99 13.67 P 0 2
40 13.59 13.21 D 148 0
