# id X Y type ready_time pair_id
1 6.48 11.02 P 0 3
2 2.42 2.37 D 76 0
3 0.04 4.47 D 148 0
4 12.76 14.71 D 150 0
5 7.66 7.86 D 18 0
6 6.25 13.8 D 314 0
7 12.01 12.95 D 270 0
8 16.87 16.11 DL 0 4
9 8.32 19.34 P 0 1
10 14.8 1.95 P 0 5
11 1.37 18.12 DL 0 1
12 6.03 2.36 D 61 0
13 17.03 0.19 D 205 0
14 5.39 18.18 D 31 0
15 6.25 18.34 P 0 2
16 6.6 1.97 P 0 4
17 2.72 12.66 D 272 0
18 1.87 11.03 D 9 0
19 13.93 9.55 D 185 0
20 17.16 9.12 D 254 0
21 19.98 6.15 DL 0 5
22 9.39 12.86 D 199 0
23 4.38 13.71 D 282 0
24 16.87 9.37 D 276 0
25 6.8 16.6 D 202 0
26 5.32 11.82 D 199 0
27 8.96 6.49 DL 0 3
28 8.53 10.73 D 156 0
29 1.69 15.47 D 99 0
30 4.63 0.62 D 0 0
31 13.93 16.35 D 288 0
32 17.09 14.12 D 212 0
33 12.17 3.44 D 91 0
34 2.88 18.27 D 298 0
35 3.15 12.98 D 204 0
36 9.17 1.86 D 137 0
37 11.52 9.05 D 1 0
38 5.04 6.3 D 258 0
39 19.44 7.3 D 14 0
40 4.45 8.08 DL 0 2
41 5.85 17.17 D 181 0
42 13.31 5.61 D 41 0
43 9.01 10.95 D 266 0
44 14.48 19.94 D 251 0
45 18.33 17.5 D 163 0
46 12.18 5.4 D 117 0
47 18.5 7.58 D 99 0
48 9.81 3.32 D 245 0
49 2.59 8.14 D 37 0
50 13.94 0.5 D 157 0
