# id X Y type ready_time pair_id
1 3.74 14.7 D 107 0
2 3.59 7.29 D 4 0
3 7.52 4.33 DL 0 2
4 6.15 10.97 D 125 0
5 15.04 16.47 D 105 0
6 2.33 19.89 D 73 0
7 12.05 0.2 D 122 0
8 15.41 15.31 D 45 0
9 0.5 16.22 DL 0 3
10 9.43 11.86 D 124 0
11 14.4 9.09 P 0 1
12 0.56 12.77 D 41 0
13 0.43 4.84 D 49 0
14 9.53 2.5 D 6 0
15 17.51 15.22 D 10 0
16 16.08 14.28 P 0 3
17 12.09 17.22 DL 0 1
18 19.93 10.11 D 55 0
19 14.77 14.73 D 59 0
20 10.92 11.64 D 78 0
21 17.62 17.44 D 3 0
22 5.98 1.89 D 107 0
23 11.4 11.6 D 23 0
24 0.2 19.42 P 0 2
25 7.26 7.0 D 0 0
26 5.11 9.82 D 124 0
27 18.35 5.17 D 126 0
28 8.45 2.16 D 25 0
29 13.42 4.58 D 37 0
30 6.63 2.33 D 48 0
