# id X Y type ready_time pair_id
1 19.09 7.21 DL 0 5
2 0.12 1.96 DL 0 2
3 3.83 7.63 D 571 0
4 7.6 3.44 P 0 6
5 3.82 0.6 D 278 0
6 0.41 16.45 D 409 0
7 0.85 1.85 P 0 7
8 5.88 6.27 D 669 0
9 17.4 13.18 D 713 0
10 6.72 2.88 P 0 2
11 14.43 0.42 D 264 0
12 0.81 8.14 D 487 0
13 10.6 15.48 DL 0 7
14 11.5 10.43 D 257 0
15 5.17 5.36 D 598 0
16 5.51 6.26 D 744 0
17 10.57 4.07 D 272 0
18 9.48 3.81 D 39 0
19 9.68 7.02 D 218 0
20 5.47 0.08 D 440 0
21 7.21 1.47 D 440 0
22 10.83 0.15 D 509 0
23 5.51 11.8 D 679 0
24 8.37 4.96 D 417 0
25 0.5 13.7 DL 0 6
26 9.32 12.01 D 709 0
27 5.39 17.36 D 638 0
28 2.96 12.7 D 286 0
29 6.92 16.78 D 299 0
30 14.94 9.2 D 287 0
31 1.61 9.39 D 241 0
32 18.95 14.09 D 713 0
33 8.2 8.38 DL 0 4
34 5.36 16.98 D 98 0
35 6.17 18.59 P 0 4
36 4.96 3.34 D 700 0
37 10.5 6.13 D 733 0
38 15.73 13.19 D 573 0
39 17.38 1.82 D 15 0
40 6.35 9.79 D 226 0
41 7.41 18.8 P 0 1
42 11.36 11.86 D 453 0
43 8.68 16.15 D 168 0
44 9.95 6.65 D 642 0
45 4.77 1.67 D 717 0
46 12.52 5.94 D 387 0
47 0.38 19.7 D 392 0
48 7.69 12.05 D 240 0
49 10.69 12.56 D 433 0
50 6.02 6.74 D 292 0
51 19.92 18.08 D 658 0
52 15.98 2.49 D 254 0
53 18.81 9.64 D 546 0
54 2.98 2.52 D 174 0
55 1.52 0.24 DL 0 1
56 12.83 3.57 D 454 0
57 18.16 17.49 D 55 0
58 7.07 4.01 DL 0 3
59 0.73 12.55 D 759 0
60 19.79 8.34 D 254 0
61 7.67 12.75 D 6 0
62 2.96 9.27 D 702 0
63 4.75 5.05 D 593 0
64 0.38 18.11 P 0 8
65 18.72 5.55 D 443 0
66 19.19 5.57 D 685 0
67 4.18 8.51 D 716 0
68 12.29 6.03 P 0 5
69 13.71 18.22 DL 0 8
70 5.04 10.82 D 556 0
71 16.81 6.25 D 174 0
72 15.08 8.27 P 0 3
73 14.01 7.51 D 502 0
74 5.81 2.1 D 565 0
75 19.24 9.61 D 127 0
