# id X Y type ready_time pair_id
1 18.27 12.88 D 883 0
2 3.84 10.96 D 6 0
3 7.93 19.55 D 159 0
4 8.87 19.11 D 188 0
5 14.44 15.61 P 0 7
6 5.75 15.79 D 859 0
7 13.82 9.19 DL 0 8
8 16.84 6.99 D 714 0
9 9.3 6.7 D 330 0
10 1.94 12.34 DL 0 7
11 2.81 6.19 DL 0 5
12 6.04 18.3 D 68 0
13 2.07 8.89 D 158 0
14 16.88 5.93 D 599 0
15 0.57 9.81 P 0 3
16 8.57 9.99 D 262 0
17 9.52 10.38 D 467 0
18 19.88 10.72 P 0 2
19 9.03 7.97 D 168 0
20 4.22 4.93 D 728 0
21 18.92 0.49 D 77 0
22 11.84 8.45 DL 0 2
23 9.01 17.82 D 306 0
24 4.38 9.04 D 203 0
25 13.0 15.89 D 924 0
26 16.83 15.18 D 725 0
27 0.88 4.33 D 815 0
28 12.48 14.55 DL 0 4
29 0.26 3.85 D 247 0
30 3.08 3.65 D 184 0
31 19.02 5.95 DL 0 1
32 7.81 19.54 P 0 4
33 8.69 13.79 D 474 0
34 2.71 13.73 D 510 0
35 0.67 1.11 D 547 0
36 4.85 18.78 D 438 0
37 6.25 13.37 D 333 0
38 4.8 8.71 D 151 0
39 14.98 14.37 D 443 0
40 4.88 5.99 D 203 0
41 16.13 10.67 D 851 0
42 1.11 19.74 D 422 0
43 2.89 6.02 D 710 0
44 2.0 12.52 D 880 0
45 0.21 8.49 D 542 0
46 9.05 6.34 D 746 0
47 3.63 14.06 D 906 0
48 10.31 12.65 D 605 0
49 8.72 2.35 D 642 0
50 1.15 5.22 D 273 0
51 8.43 2.24 D 126 0
52 4.39 10.49 D 47 0
53 19.43 18.41 D 740 0
54 15.73 5.27 D 474 0
55 7.19 13.2 D 600 0
56 9.95 8.6 P 0 1
57 14.57 12.65 D 695 0
58 8.04 11.1 P 0 8
59 18.9 10.26 DL 0 3
60 6.58 3.36 D 565 0
61 8.56 17.59 D 201 0
62 6.37 2.77 D 794 0
63 1.38 16.94 P 0 6
64 9.64 17.3 DL 0 6
65 4.94 8.01 D 275 0
66 2.6 4.41 D 432 0
67 1.06 7.92 D 335 0
68 3.06 3.24 D 251 0
69 5.57 1.85 P 0 5
70 11.72 19.06 D 787 0
71 8.64 10.24 D 430 0
72 0.32 0.59 D 380 0
73 0.27 17.71 D 103 0
74 19.52 12.53 D 583 0
75 11.19 18.67 D 400 0
