# id X Y type ready_time pair_id
1 4.06 10.47 P 0 3
2 9.1 17.47 D 369 0
3 19.19 10.34 D 195 0
4 14.61 11.45 D 120 0
5 4.87 10.12 P 0 5
6 16.35 16.26 D 575 0
7 14.36 16.96 D 64 0
8 17.29 19.63 D 493 0
9 19.7 1.04 D 359 0
10 13.71 5.32 DL 0 3
11 0.61 13.44 D 374 0
12 14.54 9.47 D 455 0
13 18.87 13.71 D 422 0
14 16.71 5.96 D 439 0
15 7.29 15.52 D 60 0
16 7.97 13.1 DL 0 2
17 0.83 6.69 D 456 0
18 17.24 4.72 D 269 0
19 1.53 18.67 D 136 0
20 17.24 0.19 P 0 6
21 18.69 9.69 D 226 0
22 3.86 19.89 D 588 0
23 1.06 5.54 DL 0 1
24 12.5 5.51 P 0 7
25 18.47 12.72 D 362 0
26 3.08 17.56 D 400 0
27 17.53 19.53 DL 0 6
28 11.81 16.74 D 150 0
29 7.48 12.53 D 53 0
30 10.99 9.99 D 14 0
31 10.75 18.26 P 0 1
32 15.6 17.68 D 578 0
33 15.89 12.8 D 311 0
34 9.72 13.69 D 416 0
35 19.64 5.77 D 130 0
36 14.98 6.96 D 502 0
37 19.8 19.26 P 0 2
38 8.16 9.95 D 187 0
39 0.66 7.21 D 286 0
40 16.04 17.19 D 194 0
41 18.9 16.25 D 112 0
42 11.45 15.28 D 281 0
43 9.32 15.01 DL 0 8
44 6.83 4.85 DL 0 5
45 7.01 15.86 D 283 0
46 8.61 14.36 D 55 0
47 5.51 0.13 DL 0 7
48 19.3 5.77 D 325 0
49 18.69 16.1 D 339 0
50 12.83 13.16 D 480 0
51 8.47 7.48 D 490 0
52 2.82 16.44 D 334 0
53 0.08 9.42 D 469 0
54 13.89 14.7 D 523 0
55 11.81 19.07 D 575 0
56 11.49 6.15 D 273 0
57 17.24 7.82 D 238 0
58 7.02 5.08 D 371 0
59 14.64 13.98 D 437 0
60 12.08 10.07 D 238 0
61 0.1 15.98 D 551 0
62 7.9 2.37 D 199 0
63 9.25 18.74 D 9 0
64 4.56 18.35 D 190 0
65 5.35 8.73 D 585 0
66 7.96 5.93 P 0 4
67 11.18 7.09 D 437 0
68 12.16 1.24 D 110 0
69 6.33 14.04 P 0 8
70 9.7 8.67 DL 0 4
71 2.27 12.99 D 429 0
72 2.97 15.46 D 342 0
73 3.22 8.15 D 408 0
74 6.31 19.95 D 602 0
75 2.56 5.5 D 144 0
