# id X Y type ready_time pair_id
1 13.95 18.74 D 835 0
2 15.4 11.84 D 1164 0
3 10.43 11.28 DL 0 7
4 15.27 16.98 D 1147 0
5 2.88 19.18 D 726 0
6 4.36 10.22 DL 0 1
7 16.72 11.69 D 205 0
8 18.67 15.26 D 666 0
9 2.22 8.49 D 950 0
10 12.84 9.98 D 1167 0
11 19.29 11.18 D 877 0
12 9.76 5.69 D 15 0
13 3.92 10.17 D 462 0
14 0.65 16.61 D 179 0
15 3.79 3.26 D 469 0
16 19.23 3.24 DL 0 5
17 16.64 17.26 D 650 0
18 9.69 11.94 D 172 0
19 16.12 10.62 D 279 0
20 0.16 11.44 P 0 1
21 7.77 11.27 D 646 0
22 0.91 7.11 D 595 0
23 19.83 11.78 D 1163 0
24 9.66 13.52 D 824 0
25 2.68 1.3 D 1116 0
26 5.02 6.94 P 0 6
27 4.34 3.05 D 1061 0
28 3.64 0.65 D 139 0
29 9.49 4.71 D 569 0
30 6.65 8.21 D 693 0
31 14.57 19.52 D 1044 0
32 6.42 2.19 D 297 0
33 2.59 15.76 D 219 0
34 6.26 19.5 DL 0 2
35 17.85 4.11 P 0 8
36 2.27 8.17 P 0 3
37 3.01 13.41 D 554 0
38 9.29 15.05 D 452 0
39 8.63 18.29 DL 0 6
40 0.84 19.03 D 942 0
41 18.98 4.72 P 0 2
42 17.02 0.34 D 683 0
43 16.85 13.43 P 0 7
44 13.3 2.65 D 676 0
45 14.77 5.14 D 979 0
46 18.6 11.95 D 1188 0
47 10.59 6.62 D 663 0
48 1.34 3.86 P 0 5
49 1.04 1.97 D 860 0
50 8.66 19.14 D 111 0
51 8.72 9.63 DL 0 8
52 5.79 16.37 D 556 0
53 4.99 12.41 D 867 0
54 19.99 19.98 D 889 0
55 4.25 5.11 D 622 0
56 6.95 12.37 DL 0 3
57 3.34 12.46 D 616 0
58 5.75 9.33 D 943 0
59 4.08 8.52 D 18 0
60 13.55 9.62 D 430 0
61 6.52 18.01 D 379 0
62 10.6 1.45 D 13 0
63 15.88 19.97 D 62 0
64 2.2 1.43 D 223 0
65 7.16 4.48 D 677 0
66 15.3 14.76 D 966 0
67 17.79 14.49 D 62 0
68 14.46 19.36 D 1101 0
69 11.17 16.29 D 913 0
70 4.19 11.28 D 411 0
71 11.59 4.79 D 630 0
72 3.29 3.8 P 0 4
73 14.47 2.53 D 849 0
74 9.91 8.41 DL 0 4
75 5.13 15.16 D 80 0
