# id X Y type ready_time pair_id
1 0.73 6.07 D 165 0
2 12.85 7.9 D 380 0
3 0.33 11.74 D 91 0
4 7.27 12.74 D 60 0
5 19.42 17.93 D 176 0
6 8.96 8.08 DL 0 2
7 9.48 11.1 D 433 0
8 7.54 12.96 P 0 3
9 1.49 5.16 P 0 2
10 5.58 10.12 D 58 0
11 17.89 14.04 DL 0 3
12 0.84 13.72 D 249 0
13 19.45 15.83 D 357 0
14 17.02 17.69 D 116 0
15 2.89 5.5 D 187 0
16 9.56 11.71 D 104 0
17 14.99 8.48 D 14 0
18 3.16 19.63 D 15 0
19 5.19 12.43 D 365 0
20 4.58 3.2 DL 0 1
21 0.06 10.98 P 0 1
22 15.53 3.24 D 20 0
23 10.47 19.78 D 199 0
24 8.53 19.56 D 446 0
25 14.78 2.66 D 441 0
26 1.35 1.45 D 82 0
27 0.18 13.55 D 203 0
28 14.76 11.07 D 133 0
29 8.12 18.63 D 164 0
30 2.36 13.82 D 417 0
