# id X Y type ready_time pair_id
1 0.34 12.83 D 106 0
2 3.87 14.44 D 60 0
3 4.44 4.7 D 105 0
4 11.09 8.68 DL 0 1
5 1.85 17.07 D 95 0
6 17.53 13.5 D 21 0
7 11.21 19.43 D 134 0
8 4.64 9.79 D 22 0
9 2.48 9.8 D 110 0
10 19.37 16.46 D 32 0
11 1.76 2.11 D 75 0
12 4.67 6.14 DL 0 2
13 17.62 0.18 D 100 0
14 7.83 15.39 D 37 0
15 12.57 15.83 DL 0 3
16 5.85 2.04 D 83 0
17 3.21 13.39 D 27 0
18 7.43 19.32 D 67 0
19 18.86 18.54 D 112 0
20 7.82 15.54 D 115 0
21 19.91 15.42 D 135 0
22 4.36 6.16 D 139 0
23 14.5 12.72 D 81 0
24 8.15 5.38 D 143 0
25 14.66 6.77 D 94 0
26 10.56 4.06 D 109 0
27 1.87 7.81 P 0 1
28 1.77 1.79 D 15 0
29 5.74 3.94 D 69 0
30 13.31 2.33 P 0 2
31 19.58 16.79 P 0 4
32 6.22 3.72 D 47 0
33 1.58 12.6 D 12 0
34 12.3 16.88 DL 0 4
35 1.52 13.05 D 145 0
36 17.22 10.09 D 115 0
37 9.5 1.09 D 17 0
38 10.99 0.4 P 0 3
39 5.26 19.04 D 29 0
40 3.92 17.67 D 47 0
