# id X Y type ready_time pair_id
1 5.63 18.81 DL 0 5
2 10.31 4.8 D 653 0
3 10.77 7.06 D 633 0
4 11.22 7.92 D 656 0
5 15.38 7.96 D 584 0
6 12.12 5.29 D 500 0
7 15.49 17.7 D 968 0
8 13.66 9.88 DL 0 2
9 4.65 9.13 P 0 7
10 7.79 6.5 DL 0 7
11 8.44 9.64 DL 0 6
12 8.44 15.4 DL 0 8
13 11.03 18.41 D 391 0
14 11.54 3.95 D 519 0
15 14.45 13.39 P 0 1
16 13.62 17.32 DL 0 4
17 2.43 19.42 D 118 0
18 19.65 2.14 D 556 0
19 16.98 19.5 D 412 0
20 7.59 1.26 D 744 0
21 18.37 13.39 D 846 0
22 9.51 2.24 D 34 0
23 6.82 19.73 D 211 0
24 17.57 7.22 D 1024 0
25 17.63 1.12 P 0 6
26 6.66 17.82 D 809 0
27 0.76 5.07 D 370 0
28 5.06 14.99 D 344 0
29 0.45 18.01 D 1065 0
30 19.32 0.97 D 790 0
31 0.7 4.41 P 0 4
32 10.45 17.97 D 700 0
33 18.6 8.58 D 166 0
34 4.61 6.59 D 317 0
35 9.04 12.74 D 1133 0
36 3.38 15.97 D 170 0
37 11.29 11.82 D 55 0
38 16.26 7.23 D 617 0
39 1.11 2.69 D 541 0
40 11.23 1.64 P 0 5
41 10.36 13.6 D 207 0
42 7.92 16.29 D 819 0
43 0.09 18.18 P 0 3
44 2.29 0.92 P 0 8
45 2.84 7.56 D 36 0
46 11.82 1.94 D 902 0
47 5.44 14.12 D 816 0
48 5.86 12.38 D 257 0
49 4.05 10.77 D 1038 0
50 16.99 19.44 D 253 0
51 10.35 10.88 D 183 0
52 16.12 15.73 D 899 0
53 19.54 5.52 D 889 0
54 16.73 14.48 D 168 0
55 8.9 17.42 D 387 0
56 11.63 4.3 D 1132 0
57 18.99 3.47 D 970 0
58 19.47 14.98 P 0 2
59 18.77 1.89 DL 0 1
60 7.6 1.89 D 618 0
61 10.37 13.66 D 67 0
62 2.88 14.13 D 585 0
63 10.07 13.54 D 244 0
64 2.77 8.77 D 1097 0
65 7.37 0.53 D 551 0
66 15.25 12.01 D 26 0
67 16.1 4.74 D 181 0
68 7.85 7.18 D 267 0
69 8.58 3.4 D 63 0
70 13.99 8.6 D 817 0
71 6.59 6.97 D 369 0
72 7.5 1.16 D 1051 0
73 11.4 13.66 D 1110 0
74 15.36 5.54 D 110 0
75 9.36 19.6 DL 0 3
