# id X Y type ready_time pair_id
1 2.99 12.0 D 177 0
2 19.34 16.2 D 339 0
3 4.84 2.02 D 543 0
4 1.99 15.2 D 384 0
5 8.48 3.56 D 14 0
6 11.69 8.68 D 187 0
7 9.74 7.89 D 31 0
8 7.97 16.08 D 147 0
9 12.46 7.99 D 548 0
10 14.67 14.48 P 0 3
11 6.41 16.42 D 573 0
12 11.98 10.67 P 0 4
13 3.27 11.01 D 172 0
14 9.09 6.62 DL 0 2
15 6.56 9.14 P 0 1
16 10.51 1.42 D 526 0
17 17.62 13.75 D 423 0
18 0.52 13.43 D 485 0
19 0.46 17.89 D 158 0
20 6.39 17.28 D 131 0
21 5.59 18.17 D 472 0
22 3.47 12.24 D 503 0
23 5.25 12.33 D 583 0
24 13.0 10.87 D 539 0
25 0.73 1.08 D 380 0
26 16.94 19.73 D 2 0
27 6.11 0.38 P 0 2
28 13.24 17.53 D 261 0
29 12.24 16.62 D 305 0
30 19.56 0.6 D 502 0
31 9.83 4.15 D 605 0
32 4.07 0.0 DL 0 5
33 1.05 12.53 DL 0 1
34 17.44 0.54 D 148 0
35 15.31 18.94 P 0 5
36 2.29 7.63 D 567 0
37 7.02 10.1 D 102 0
38 3.05 15.09 D 400 0
39 10.28 7.93 D 452 0
40 12.33 3.94 D 594 0
41 18.93 2.89 D 331 0
42 8.31 10.61 D 517 0
43 8.87 10.07 D 476 0
44 1.61 1.29 DL 0 3
45 4.34 14.47 D 602 0
46 19.98 18.62 D 587 0
47 9.31 3.8 D 371 0
48 14.33 6.57 D 234 0
49 1.37 0.04 DL 0 4
50 10.7 10.05 D 262 0
