# id X Y type ready_time pair_id
1 18.37 3.12 D 366 0
2 14.05 7.85 D 305 0
3 0.31 3.87 D 642 0
4 9.26 9.27 P 0 4
5 13.63 10.91 P 0 3
6 18.94 1.22 D 682 0
7 9.75 10.85 D 433 0
8 8.92 7.1 D 237 0
9 13.64 13.18 D 149 0
10 11.2 0.75 D 460 0
11 17.76 16.42 D 307 0
12 0.57 16.74 D 1 0
13 9.54 15.43 D 159 0
14 10.58 6.51 D 481 0
15 16.74 17.72 D 240 0
16 2.39 6.81 DL 0 1
17 2.67 8.66 D 213 0
18 8.69 11.8 D 45 0
19 17.02 8.92 D 675 0
20 18.05 6.23 D 270 0
21 6.75 0.63 D 427 0
22 4.94 3.5 D 395 0
23 16.46 3.28 D 93 0
24 5.36 19.2 D 92 0
25 18.08 15.27 P 0 1
26 8.94 18.73 D 509 0
27 5.18 2.14 P 0 2
28 4.25 5.84 D 72 0
29 9.51 9.16 D 336 0
30 16.47 7.56 D 152 0
31 3.88 2.24 DL 0 2
32 13.57 0.97 DL 0 4
33 8.84 18.74 D 460 0
34 10.73 17.18 D 90 0
35 18.8 17.66 DL 0 3
36 11.16 8.6 D 568 0
37 7.39 17.29 D 473 0
38 6.08 17.41 D 349 0
39 1.58 17.71 D 350 0
40 16.63 14.71 D 197 0
