# id X Y type ready_time pair_id
1 6.48 11.02 D 426 0
2 2.42 2.37 D 215 0
3 0.04 4.47 D 491 0
4 12.76 14.71 D 953 0
5 7.66 7.86 DL 0 3
6 6.25 13.8 D 796 0
7 12.01 12.95 D 268 0
8 16.87 16.11 P 0 4
9 8.32 19.34 D 803 0
10 14.8 1.95 D 233 0
11 1.37 18.12 D 404 0
12 6.03 2.36 DL 0 1
13 17.03 0.19 D 554 0
14 5.39 18.18 DL 0 4
15 6.25 18.34 D 297 0
16 6.6 1.97 DL 0 5
17 2.72 12.66 D 482 0
18 1.87 11.03 D 933 0
19 13.93 9.55 D 534 0
20 17.16 9.12 D 156 0
21 19.98 6.15 D 414 0
22 9.39 12.86 D 464 0
23 4.38 13.71 D 813 0
24 16.87 9.37 D 737 0
25 6.8 16.6 P 0 5
26 5.32 11.82 D 259 0
27 8.96 6.49 D 580 0
28 8.53 10.73 D 664 0
29 1.69 15.47 D 469 0
30 4.63 0.62 D 952 0
31 13.93 16.35 D 815 0
32 17.09 14.12 D 755 0
33 12.17 3.44 D 544 0
34 2.88 18.27 D 271 0
35 3.15 12.98 D 528 0
36 9.17 1.86 D 606 0
37 11.52 9.05 D 50 0
38 5.04 6.3 D 286 0
39 19.44 7.3 D 342 0
40 4.45 8.08 D 639 0
41 5.85 17.17 P 0 2
42 13.31 5.61 D 66 0
43 9.01 10.95 D 199 0
44 14.48 19.94 D 521 0
45 18.33 17.5 P 0 3
46 12.18 5.4 D 295 0
47 18.5 7.58 P 0 1
48 9.81 3.32 DL 0 2
49 2.59 8.14 D 426 0
50 13.94 0.5 D 853 0
