# id X Y type ready_time pair_id
1 12.47 15.1 DL 0 2
2 0.89 15.16 D 308 0
3 11.59 18.08 D 31 0
4 7.21 3.34 D 472 0
5 14.57 19.15 D 539 0
6 6.34 14.03 P 0 4
7 9.68 6.55 D 386 0
8 16.21 13.85 D 294 0
9 15.0 8.27 D 86 0
10 11.4 3.53 D 416 0
11 18.79 18.91 DL 0 3
12 1.11 9.54 D 613 0
13 6.24 15.39 D 729 0
14 13.48 19.47 D 234 0
15 2.42 9.81 D 674 0
16 10.83 9.24 P 0 2
17 1.88 4.8 D 480 0
18 5.9 5.49 D 42 0
19 11.5 15.57 DL 0 4
20 1.3 12.96 P 0 3
21 5.07 1.39 D 638 0
22 10.99 12.9 D 411 0
23 15.93 9.04 D 165 0
24 5.92 6.44 D 19 0
25 16.61 10.66 DL 0 1
26 14.25 14.55 P 0 1
27 13.65 19.7 D 286 0
28 0.47 14.69 D 61 0
29 19.94 9.45 D 216 0
30 7.82 14.06 D 761 0
31 16.89 1.36 DL 0 5
32 13.37 8.41 D 116 0
33 4.71 12.52 D 90 0
34 16.36 16.64 D 5 0
35 19.86 15.18 D 576 0
36 16.78 12.07 D 322 0
37 16.08 5.15 D 238 0
38 3.57 12.93 D 546 0
39 17.59 0.45 D 305 0
40 19.38 7.59 D 465 0
41 1.52 16.57 D 540 0
42 2.67 12.12 D 58 0
43 10.04 10.88 P 0 5
44 6.55 12.3 D 160 0
45 12.29 14.68 D 705 0
46 18.91 5.73 D 65 0
47 11.28 18.88 D 542 0
48 18.47 15.04 D 426 0
49 1.28 6.75 D 134 0
50 17.28 8.34 D 312 0
