# id X Y type ready_time pair_id
1 0.34 12.83 D 692 0
2 3.87 14.44 D 602 0
3 4.44 4.7 D 563 0
4 11.09 8.68 DL 0 3
5 1.85 17.07 DL 0 2
6 17.53 13.5 D 182 0
7 11.21 19.43 D 428 0
8 4.64 9.79 D 625 0
9 2.48 9.8 DL 0 1
10 19.37 16.46 D 337 0
11 1.76 2.11 P 0 3
12 4.67 6.14 D 607 0
13 17.62 0.18 D 41 0
14 7.83 15.39 D 532 0
15 12.57 15.83 D 646 0
16 5.85 2.04 P 0 4
17 3.21 13.39 D 351 0
18 7.43 19.32 D 88 0
19 18.86 18.54 D 451 0
20 7.82 15.54 D 577 0
21 19.91 15.42 D 300 0
22 4.36 6.16 D 443 0
23 14.5 12.72 D 449 0
24 8.15 5.38 D 9 0
25 14.66 6.77 D 650 0
26 10.56 4.06 D 572 0
27 1.87 7.81 P 0 1
28 1.77 1.79 P 0 2
29 5.74 3.94 D 159 0
30 13.31 2.33 D 701 0
31 19.58 16.79 D 40 0
32 6.22 3.72 D 49 0
33 1.58 12.6 D 451 0
34 12.3 16.88 D 396 0
35 1.52 13.05 D 367 0
36 17.22 10.09 D 393 0
37 9.5 1.09 D 653 0
38 10.99 0.4 D 168 0
39 5.26 19.04 DL 0 4
40 3.92 17.67 D 602 0
