0	0	0	D	0	0
1	10.00	7.54	D	500	0
2	19.40	16.76	D	572	0
3	7.31	14.46	D	16	0
4	0.29	15.75	D	145	0
5	6.71	6.02	D	609	0
6	4.99	17.58	D	326	0
7	9.16	9.16	D	661	0
8	3.53	5.99	D	263	0
9	19.97	2.25	D	534	0
10	14.07	1.63	D	275	0
11	12.23	12.37	D	6	0
12	5.25	10.26	D	333	0
13	11.60	5.99	D	118	0
14	16.45	10.85	D	602	0
15	12.43	7.45	D	600	0
16	11.19	10.32	D	532	0
17	9.89	14.20	D	14	0
18	4.08	8.35	D	320	0
19	13.07	2.11	D	217	0
20	2.43	13.56	D	124	0
21	9.97	10.28	D	448	0
22	19.64	10.78	D	503	0
23	7.10	0.35	D	27	0
24	9.73	17.73	D	218	0
25	3.12	2.28	D	643	0
26	19.61	9.30	D	300	0
27	19.43	6.00	D	17	0
28	18.93	7.65	D	413	0
29	18.48	16.25	D	399	0
30	6.24	17.02	D	343	0
31	15.05	16.36	D	624	0
32	4.32	3.97	D	331	0
33	5.28	6.33	D	498	0
34	7.83	5.31	D	320	0
35	3.62	10.10	D	42	0
36	11.93	9.02	D	122	0
37	8.75	7.57	D	65	0
38	11.79	16.68	D	64	0
39	16.26	18.01	D	479	0
40	19.81	19.76	D	103	0
41	17.91	3.12	D	100	0
42	0.02	6.73	D	556	0
43	15.22	10.61	D	6	0
44	7.03	3.15	D	418	0
45	8.58	1.87	D	584	0
46	0.91	12.73	D	231	0
47	2.15	1.21	D	637	0
48	8.58	13.65	D	290	0
49	9.57	8.03	D	160	0
50	17.52	11.55	D	155	0
51	15.68	8.57	D	651	0
52	17.98	18.35	D	554	0
53	5.58	8.94	D	168	0
54	16.42	14.29	D	238	0
55	13.97	7.68	D	278	0
56	4.63	19.40	D	422	0
57	14.61	12.37	D	261	0
58	6.50	10.42	D	412	0
59	3.01	2.68	D	503	0
60	17.75	9.12	D	491	0
61	3.51	9.73	D	492	0
62	2.33	18.86	D	133	0
63	16.30	0.69	D	373	0
64	14.04	17.75	D	472	0
65	9.49	6.47	D	437	0
66	11.54	8.62	D	448	0
67	16.62	10.36	D	609	0
68	10.84	18.89	D	567	0
69	1.11	6.00	D	443	0
70	10.52	16.58	D	422	0
71	15.65	13.99	D	664	0
72	11.80	2.75	D	29	0
73	16.68	18.47	D	340	0
74	18.09	15.01	D	124	0
75	12.10	7.04	D	156	0
76	17.05	12.30	D	171	0
77	3.55	10.71	D	445	0
78	1.40	6.36	D	505	0
79	14.06	3.87	D	9	0
80	14.83	2.39	D	379	0
81	6.17	18.74	D	347	0
82	13.71	7.91	D	113	0
83	16.23	13.55	D	547	0
84	16.44	6.86	D	234	0
85	16.46	9.07	D	113	0
86	8.29	13.97	D	598	0
87	7.87	14.49	D	162	0
88	1.52	3.82	D	203	0
89	4.47	0.13	D	301	0
90	18.13	7.95	D	675	0
91	11.96	1.86	D	491	0
92	5.71	14.11	D	330	0
93	12.53	0.33	D	605	0
94	15.67	2.19	D	3	0
95	1.49	6.44	D	368	0
96	7.42	12.98	D	107	0
97	1.29	3.79	D	571	0
98	12.21	7.86	D	214	0
99	3.48	8.92	D	8	0
100	15.90	0.21	D	281	0
