0	0	0	D	0	0
1	15.23	3.05	D	429	0
2	9.32	15.84	D	849	0
3	8.94	18.40	D	539	0
4	18.41	11.75	D	714	0
5	13.41	1.82	D	842	0
6	1.15	5.55	D	1133	0
7	7.45	3.84	D	1107	0
8	3.95	9.35	D	756	0
9	15.30	5.26	D	43	0
10	13.18	13.61	D	1006	0
11	16.21	17.73	D	65	0
12	14.08	10.27	D	706	0
13	9.13	7.52	D	193	0
14	18.78	19.70	D	592	0
15	0.33	7.19	D	515	0
16	1.79	3.04	D	648	0
17	6.38	4.37	D	278	0
18	16.13	9.08	D	360	0
19	15.31	11.45	D	963	0
20	13.81	12.11	D	765	0
21	4.77	5.62	D	241	0
22	0.98	5.69	D	873	0
23	17.39	4.84	D	715	0
24	19.46	6.22	D	765	0
25	1.09	11.99	D	800	0
26	4.49	9.56	D	949	0
27	14.55	16.76	D	765	0
28	1.09	14.36	D	371	0
29	16.83	12.99	D	851	0
30	10.61	16.32	D	764	0
31	3.93	7.65	D	187	0
32	3.22	9.33	D	1066	0
33	5.03	6.89	D	480	0
34	12.32	1.12	D	422	0
35	6.34	4.63	D	488	0
36	2.14	4.07	D	304	0
37	11.43	9.26	D	264	0
38	11.46	14.87	D	879	0
39	13.63	5.74	D	524	0
40	3.12	10.81	D	80	0
41	8.15	1.35	D	23	0
42	11.28	5.02	D	465	0
43	9.51	6.57	D	357	0
44	17.06	18.00	D	814	0
45	3.18	14.67	D	447	0
46	16.38	18.78	D	88	0
47	9.68	8.09	D	949	0
48	13.58	5.35	D	464	0
49	13.73	13.08	D	340	0
50	19.43	11.11	D	722	0
51	11.77	9.59	D	304	0
52	12.44	1.76	D	799	0
53	16.77	18.67	D	157	0
54	19.12	5.24	D	132	0
55	11.03	15.40	D	98	0
56	0.36	16.51	D	282	0
57	14.94	12.90	D	1088	0
58	18.79	18.17	D	393	0
59	2.22	9.40	D	92	0
60	5.11	18.49	D	977	0
61	0.98	9.16	D	721	0
62	0.17	8.79	D	1041	0
63	13.67	16.04	D	88	0
64	3.80	3.87	D	369	0
65	8.97	18.16	D	721	0
66	11.77	11.19	D	510	0
67	3.93	11.71	D	1028	0
68	7.41	16.95	D	695	0
69	5.45	12.52	D	1029	0
70	16.26	0.78	D	915	0
71	17.02	15.30	D	191	0
72	8.44	14.60	D	555	0
73	18.78	1.78	D	765	0
74	6.40	5.65	D	142	0
75	16.64	11.84	D	151	0
76	3.65	9.07	D	1014	0
77	9.85	14.27	D	499	0
78	3.83	0.95	D	282	0
79	5.40	7.84	D	675	0
80	8.90	9.48	D	915	0
81	12.34	7.07	D	317	0
82	0.39	8.70	D	520	0
83	19.47	2.50	D	982	0
84	7.95	6.94	D	865	0
85	15.77	10.45	D	696	0
86	6.19	10.74	D	189	0
87	14.56	3.26	D	172	0
88	2.21	13.38	D	685	0
89	9.54	18.16	D	1106	0
90	14.05	7.29	D	693	0
91	3.79	19.77	D	515	0
92	13.43	9.28	D	630	0
93	11.11	19.72	D	1103	0
94	14.66	18.76	D	476	0
95	13.30	14.98	D	870	0
96	16.29	0.19	D	220	0
97	6.62	16.27	D	583	0
98	1.99	13.35	D	395	0
99	6.10	17.25	D	936	0
100	2.68	7.35	D	509	0
