0	0	0	D	0	0
1	8.04	17.15	D	298	0
2	6.16	1.20	D	141	0
3	12.61	5.49	D	202	0
4	8.41	2.81	D	93	0
5	6.99	5.35	D	409	0
6	5.01	14.53	D	359	0
7	10.25	8.22	D	203	0
8	18.81	9.98	D	111	0
9	14.39	2.63	D	113	0
10	12.82	15.18	D	113	0
11	1.01	3.02	D	33	0
12	17.60	14.25	D	223	0
13	4.37	17.02	D	280	0
14	14.34	11.84	D	395	0
15	12.50	6.19	D	471	0
16	15.03	6.15	D	297	0
17	5.92	7.89	D	162	0
18	8.97	11.52	D	130	0
19	7.21	8.87	D	601	0
20	8.83	15.46	D	297	0
21	13.38	14.85	D	78	0
22	8.82	1.37	D	466	0
23	7.94	4.29	D	193	0
24	2.47	15.15	D	456	0
25	0.03	9.99	D	124	0
26	18.28	1.78	D	353	0
27	13.41	17.02	D	50	0
28	17.75	6.05	D	10	0
29	10.41	2.02	D	136	0
30	2.02	0.66	D	69	0
