0	0	0	D	0	0
1	4.52	14.61	D	72	0
2	12.85	3.78	D	552	0
3	7.18	12.71	D	45	0
4	6.10	3.71	D	347	0
5	7.87	13.03	D	99	0
6	13.34	11.99	D	587	0
7	12.49	19.96	D	10	0
8	14.35	13.35	D	300	0
9	2.18	10.92	D	29	0
10	18.50	12.10	D	221	0
11	5.81	9.91	D	664	0
12	18.69	4.87	D	20	0
13	3.77	8.92	D	311	0
14	1.82	0.43	D	598	0
15	9.54	2.36	D	668	0
16	8.02	17.31	D	375	0
17	15.79	5.45	D	329	0
18	11.57	7.25	D	49	0
19	18.11	2.12	D	779	0
20	12.66	10.89	D	224	0
21	0.48	14.87	D	741	0
22	1.05	11.21	D	322	0
23	4.32	5.20	D	102	0
24	0.26	9.55	D	199	0
25	5.38	0.82	D	431	0
26	3.83	9.34	D	193	0
27	11.66	4.02	D	317	0
28	14.43	13.54	D	211	0
29	8.94	3.61	D	450	0
30	10.51	2.91	D	233	0
31	1.02	12.94	D	281	0
32	15.38	4.77	D	776	0
33	16.43	5.44	D	305	0
34	9.40	4.08	D	443	0
35	4.72	0.42	D	105	0
36	7.08	12.33	D	264	0
37	1.81	2.37	D	304	0
38	17.64	13.52	D	688	0
39	6.31	19.19	D	399	0
40	0.54	10.94	D	654	0
