0	0	0	D	0	0
1	18.37	3.12	D	54	0
2	14.05	7.85	D	173	0
3	0.31	3.87	D	109	0
4	9.26	9.27	D	263	0
5	13.63	10.91	D	56	0
6	18.94	1.22	D	163	0
7	9.75	10.85	D	193	0
8	8.92	7.10	D	195	0
9	13.64	13.18	D	161	0
10	11.20	0.75	D	159	0
11	17.76	16.42	D	235	0
12	0.57	16.74	D	115	0
13	9.54	15.43	D	65	0
14	10.58	6.51	D	160	0
15	16.74	17.72	D	86	0
16	2.39	6.81	D	263	0
17	2.67	8.66	D	182	0
18	8.69	11.80	D	18	0
19	17.02	8.92	D	158	0
20	18.05	6.23	D	106	0
21	6.75	0.63	D	148	0
22	4.94	3.50	D	249	0
23	16.46	3.28	D	55	0
24	5.36	19.20	D	71	0
25	18.08	15.27	D	152	0
26	8.94	18.73	D	229	0
27	5.18	2.14	D	111	0
28	4.25	5.84	D	49	0
29	9.51	9.16	D	235	0
30	16.47	7.56	D	80	0
31	3.88	2.24	D	5	0
32	13.57	0.97	D	75	0
33	8.84	18.74	D	76	0
34	10.73	17.18	D	98	0
35	18.80	17.66	D	90	0
36	11.16	8.60	D	128	0
37	7.39	17.29	D	145	0
38	6.08	17.41	D	105	0
39	1.58	17.71	D	31	0
40	16.63	14.71	D	177	0
