0	0	0	D	0	0
1	5.08	12.32	D	940	0
2	10.09	4.44	D	539	0
3	14.28	10.56	D	869	0
4	2.41	0.17	D	393	0
5	7.03	7.90	D	80	0
6	8.49	18.79	D	948	0
7	17.78	8.84	D	863	0
8	18.38	10.50	D	237	0
9	13.82	4.43	D	1053	0
10	0.47	10.88	D	931	0
11	12.38	3.82	D	785	0
12	0.61	9.30	D	706	0
13	11.68	3.80	D	1070	0
14	6.94	9.64	D	1066	0
15	1.44	11.31	D	246	0
16	1.39	0.59	D	115	0
17	13.12	8.41	D	997	0
18	3.80	9.65	D	542	0
19	10.60	13.97	D	953	0
20	15.31	12.81	D	950	0
21	7.76	11.67	D	410	0
22	3.99	10.03	D	694	0
23	11.19	0.27	D	588	0
24	7.49	15.81	D	874	0
25	3.42	18.73	D	517	0
26	15.01	13.30	D	36	0
27	4.83	6.03	D	226	0
28	14.15	1.05	D	812	0
29	0.83	13.69	D	323	0
30	6.73	1.87	D	667	0
31	15.23	17.55	D	430	0
32	12.43	5.01	D	706	0
33	10.04	14.55	D	684	0
34	8.70	14.72	D	670	0
35	17.63	0.12	D	844	0
36	1.37	1.01	D	884	0
37	1.86	2.45	D	689	0
38	1.54	11.81	D	317	0
39	1.66	0.69	D	891	0
40	1.06	9.41	D	414	0
41	12.38	16.28	D	672	0
42	11.84	18.90	D	419	0
43	8.44	18.55	D	317	0
44	1.86	1.34	D	789	0
45	3.96	9.13	D	904	0
46	4.99	10.20	D	459	0
47	7.41	2.90	D	219	0
48	0.73	16.05	D	58	0
49	10.70	7.90	D	294	0
50	15.39	11.62	D	409	0
51	3.81	1.05	D	418	0
52	6.48	16.85	D	196	0
53	1.75	2.34	D	873	0
54	18.60	12.01	D	385	0
55	12.34	6.15	D	228	0
56	1.06	15.84	D	175	0
57	0.53	14.93	D	556	0
58	14.68	15.11	D	543	0
59	17.77	18.25	D	87	0
60	8.72	2.46	D	175	0
61	3.23	7.78	D	92	0
62	17.40	9.72	D	497	0
63	8.29	17.52	D	271	0
64	10.02	15.92	D	780	0
65	4.59	8.12	D	246	0
66	8.61	0.66	D	418	0
67	12.14	13.42	D	220	0
68	2.71	6.63	D	384	0
69	4.31	18.45	D	559	0
70	2.28	8.16	D	715	0
71	13.33	18.74	D	333	0
72	16.33	16.63	D	312	0
73	12.30	2.86	D	968	0
74	7.71	8.17	D	181	0
75	7.13	2.27	D	738	0
76	12.54	14.22	D	945	0
77	15.82	5.73	D	1047	0
78	6.25	11.28	D	327	0
79	1.02	18.90	D	296	0
80	8.17	2.77	D	265	0
81	16.93	4.26	D	657	0
82	1.06	2.69	D	573	0
83	11.82	1.10	D	1056	0
84	2.88	8.79	D	710	0
85	13.22	1.03	D	996	0
86	4.44	10.93	D	827	0
87	14.71	0.42	D	105	0
88	18.32	19.44	D	805	0
89	0.26	7.98	D	515	0
90	11.95	17.85	D	599	0
91	4.82	13.06	D	108	0
92	1.00	4.38	D	224	0
93	18.76	18.19	D	1014	0
94	18.03	7.49	D	547	0
95	17.07	8.14	D	396	0
96	5.47	2.26	D	163	0
97	14.82	6.69	D	512	0
98	12.43	16.31	D	243	0
99	15.03	2.64	D	1078	0
100	0.06	16.71	D	545	0
