# id X Y type ready_time pair_id
1 1.57 7.4 D 190 0
2 15.95 18.51 D 105 0
3 16.56 10.05 D 343 0
4 4.24 12.62 D 359 0
5 13.3 5.66 P 0 8
6 19.63 19.8 D 34 0
7 12.14 5.09 DL 0 5
8 0.79 18.35 D 33 0
9 0.92 18.83 D 120 0
10 18.87 3.33 D 221 0
11 16.87 10.98 D 258 0
12 2.75 10.39 D 129 0
13 6.86 9.77 DL 0 7
14 17.43 10.36 D 263 0
15 6.39 8.47 D 250 0
16 8.96 8.21 P 0 3
17 7.66 19.49 D 62 0
18 9.27 11.39 D 133 0
19 1.88 4.66 D 297 0
20 9.84 5.75 D 96 0
21 2.52 14.94 P 0 4
22 4.47 10.32 D 49 0
23 2.35 13.99 D 105 0
24 8.34 16.05 D 79 0
25 9.45 11.76 D 273 0
26 3.01 8.42 D 240 0
27 5.42 16.72 DL 0 4
28 15.18 8.83 D 252 0
29 12.08 8.1 D 155 0
30 10.82 5.48 D 139 0
31 2.34 13.5 D 190 0
32 15.63 0.99 D 13 0
33 5.53 10.99 D 178 0
34 17.77 0.93 D 39 0
35 17.86 0.14 P 0 7
36 9.67 5.17 DL 0 2
37 14.36 1.6 DL 0 8
38 1.68 2.34 D 78 0
39 10.83 11.12 D 3 0
40 12.41 6.39 DL 0 1
41 0.82 10.58 D 286 0
42 8.18 14.02 D 312 0
43 16.06 5.93 D 232 0
44 6.87 1.9 D 303 0
45 6.83 0.0 D 158 0
46 0.63 3.15 D 101 0
47 13.22 16.81 D 252 0
48 5.94 4.36 D 352 0
49 17.5 12.97 D 146 0
50 19.67 6.18 D 174 0
51 13.52 1.99 D 41 0
52 5.6 13.28 P 0 1
53 19.81 17.56 DL 0 3
54 16.76 2.92 D 200 0
55 19.75 13.03 D 49 0
56 16.23 4.94 D 311 0
57 14.28 16.12 P 0 2
58 11.27 11.03 D 57 0
59 0.53 10.19 DL 0 6
60 4.01 15.81 P 0 5
61 3.17 16.4 D 12 0
62 5.5 18.41 D 320 0
63 4.4 4.7 D 218 0
64 19.47 19.54 D 14 0
65 3.14 5.87 D 61 0
66 17.12 16.05 D 219 0
67 4.41 11.63 D 132 0
68 14.89 2.67 P 0 6
69 15.72 15.4 D 97 0
70 13.41 19.05 D 114 0
71 9.0 2.31 D 396 0
72 17.8 8.98 D 349 0
73 13.76 3.88 D 231 0
74 16.91 8.2 D 79 0
75 19.85 10.11 D 26 0
