# id X Y type ready_time pair_id
1 18.37 3.12 D 479 0
2 14.05 7.85 D 686 0
3 0.31 3.87 D 230 0
4 9.26 9.27 D 523 0
5 13.63 10.91 D 236 0
6 18.94 1.22 D 408 0
7 9.75 10.85 D 540 0
8 8.92 7.1 D 269 0
9 13.64 13.18 D 283 0
10 11.2 0.75 D 694 0
11 17.76 16.42 D 598 0
12 0.57 16.74 D 111 0
13 9.54 15.43 D 562 0
14 10.58 6.51 D 378 0
15 16.74 17.72 DL 0 4
16 2.39 6.81 P 0 4
17 2.67 8.66 D 673 0
18 8.69 11.8 D 112 0
19 17.02 8.92 D 603 0
20 18.05 6.23 DL 0 2
21 6.75 0.63 D 796 0
22 4.94 3.5 DL 0 3
23 16.46 3.28 D 421 0
24 5.36 19.2 D 673 0
25 18.08 15.27 DL 0 1
26 8.94 18.73 D 650 0
27 5.18 2.14 D 262 0
28 4.25 5.84 P 0 1
29 9.51 9.16 D 129 0
30 16.47 7.56 D 89 0
31 3.88 2.24 D 280 0
32 13.57 0.97 D 632 0
33 8.84 18.74 D 87 0
34 10.73 17.18 D 45 0
35 18.8 17.66 D 770 0
36 11.16 8.6 D 3 0
37 7.39 17.29 D 204 0
38 6.08 17.41 P 0 3
39 1.58 17.71 P 0 2
40 16.63 14.71 D 739 0
