# id X Y type ready_time pair_id
1 3.56 4.13 DL 0 3
2 11.58 9.73 D 13 0
3 18.91 14.3 D 100 0
4 17.6 18.31 D 148 0
5 6.64 9.39 P 0 1
6 4.87 0.95 D 63 0
7 10.21 11.58 D 65 0
8 10.47 18.51 D 96 0
9 14.54 14.22 D 127 0
10 12.72 19.5 DL 0 4
11 10.9 1.78 DL 0 6
12 12.34 8.35 D 36 0
13 6.36 4.44 D 25 0
14 0.05 1.02 D 139 0
15 4.89 10.3 D 29 0
16 15.51 15.36 P 0 7
17 6.71 17.13 P 0 8
18 12.5 5.52 D 159 0
19 17.95 15.6 D 49 0
20 10.93 12.58 D 33 0
21 13.61 16.45 D 160 0
22 17.4 6.66 D 182 0
23 13.36 4.88 D 142 0
24 13.17 19.87 DL 0 7
25 11.99 7.65 D 171 0
26 0.67 13.92 P 0 5
27 14.1 10.29 D 18 0
28 7.95 11.34 D 68 0
29 16.06 5.19 P 0 2
30 14.27 5.22 D 95 0
31 17.46 4.51 D 107 0
32 19.3 8.72 D 111 0
33 8.79 16.66 D 91 0
34 13.52 12.46 D 156 0
35 12.66 19.43 D 130 0
36 18.13 6.03 D 164 0
37 11.6 8.57 D 117 0
38 8.72 7.68 D 63 0
39 17.22 16.91 D 178 0
40 19.34 15.42 D 78 0
41 2.61 5.41 D 154 0
42 0.64 2.4 D 57 0
43 12.81 5.35 D 148 0
44 19.28 9.32 D 24 0
45 6.49 18.47 D 7 0
46 14.28 17.68 DL 0 5
47 6.22 0.88 D 80 0
48 10.63 19.04 D 103 0
49 4.25 5.41 P 0 4
50 10.29 7.42 D 108 0
51 6.23 17.12 P 0 3
52 16.53 14.79 DL 0 1
53 16.09 7.3 D 145 0
54 18.63 2.69 D 3 0
55 12.01 12.12 D 37 0
56 11.07 17.3 D 123 0
57 15.55 14.1 D 50 0
58 3.77 9.39 D 71 0
59 13.83 6.64 D 17 0
60 17.91 16.06 D 95 0
61 18.18 15.22 D 0 0
62 16.04 17.02 D 102 0
63 11.68 12.17 D 61 0
64 4.13 14.22 DL 0 8
65 12.81 16.21 D 40 0
66 8.5 1.12 D 57 0
67 2.6 12.98 D 9 0
68 11.23 5.36 P 0 6
69 8.86 8.13 D 154 0
70 3.71 6.79 D 79 0
71 12.41 10.62 D 128 0
72 10.14 12.07 D 56 0
73 17.64 0.79 D 7 0
74 0.04 6.13 DL 0 2
75 12.45 4.95 D 154 0
