# id X Y type ready_time pair_id
1 18.37 3.12 DL 0 2
2 14.05 7.85 P 0 4
3 0.31 3.87 D 109 0
4 9.26 9.27 P 0 3
5 13.63 10.91 D 49 0
6 18.94 1.22 D 48 0
7 9.75 10.85 D 9 0
8 8.92 7.1 D 41 0
9 13.64 13.18 D 124 0
10 11.2 0.75 D 22 0
11 17.76 16.42 D 84 0
12 0.57 16.74 D 74 0
13 9.54 15.43 D 55 0
14 10.58 6.51 D 133 0
15 16.74 17.72 D 102 0
16 2.39 6.81 DL 0 4
17 2.67 8.66 P 0 1
18 8.69 11.8 D 1 0
19 17.02 8.92 D 53 0
20 18.05 6.23 P 0 2
21 6.75 0.63 D 55 0
22 4.94 3.5 D 9 0
23 16.46 3.28 D 19 0
24 5.36 19.2 D 94 0
25 18.08 15.27 D 40 0
26 8.94 18.73 D 126 0
27 5.18 2.14 D 128 0
28 4.25 5.84 D 100 0
29 9.51 9.16 D 25 0
30 16.47 7.56 DL 0 1
31 3.88 2.24 D 102 0
32 13.57 0.97 D 29 0
33 8.84 18.74 D 6 0
34 10.73 17.18 D 102 0
35 18.8 17.66 D 67 0
36 11.16 8.6 D 115 0
37 7.39 17.29 DL 0 3
38 6.08 17.41 D 83 0
39 1.58 17.71 D 55 0
40 16.63 14.71 D 128 0
