# id X Y type ready_time pair_id
1 2.99 12.0 D 629 0
2 19.34 16.2 D 712 0
3 4.84 2.02 D 263 0
4 1.99 15.2 D 304 0
5 8.48 3.56 D 220 0
6 11.69 8.68 D 251 0
7 9.74 7.89 D 523 0
8 7.97 16.08 D 205 0
9 12.46 7.99 D 871 0
10 14.67 14.48 DL 0 4
11 6.41 16.42 P 0 3
12 11.98 10.67 D 817 0
13 3.27 11.01 D 666 0
14 9.09 6.62 D 686 0
15 6.56 9.14 D 138 0
16 10.51 1.42 D 532 0
17 17.62 13.75 D 298 0
18 0.52 13.43 D 61 0
19 0.46 17.89 DL 0 3
20 6.39 17.28 D 226 0
21 5.59 18.17 D 48 0
22 3.47 12.24 D 309 0
23 5.25 12.33 P 0 5
24 13.0 10.87 D 649 0
25 0.73 1.08 D 861 0
26 16.94 19.73 D 931 0
27 6.11 0.38 D 386 0
28 13.24 17.53 D 366 0
29 12.24 16.62 D 626 0
30 19.56 0.6 D 87 0
31 9.83 4.15 D 894 0
32 4.07 0.0 P 0 4
33 1.05 12.53 D 161 0
34 17.44 0.54 DL 0 2
35 15.31 18.94 D 658 0
36 2.29 7.63 P 0 1
37 7.02 10.1 D 929 0
38 3.05 15.09 P 0 2
39 10.28 7.93 D 821 0
40 12.33 3.94 DL 0 1
41 18.93 2.89 DL 0 5
42 8.31 10.61 D 36 0
43 8.87 10.07 D 223 0
44 1.61 1.29 D 733 0
45 4.34 14.47 D 648 0
46 19.98 18.62 D 675 0
47 9.31 3.8 D 28 0
48 14.33 6.57 D 313 0
49 1.37 0.04 D 349 0
50 10.7 10.05 D 269 0
