# id X Y type ready_time pair_id
1 5.08 12.32 D 348 0
2 10.09 4.44 D 696 0
3 14.28 10.56 D 202 0
4 2.41 0.17 D 1289 0
5 7.03 7.9 D 259 0
6 8.49 18.79 D 830 0
7 17.78 8.84 D 151 0
8 18.38 10.5 D 283 0
9 13.82 4.43 D 247 0
10 0.47 10.88 D 564 0
11 12.38 3.82 D 346 0
12 0.61 9.3 D 725 0
13 11.68 3.8 D 283 0
14 6.94 9.64 D 262 0
15 1.44 11.31 P 0 3
16 1.39 0.59 D 885 0
17 13.12 8.41 D 1032 0
18 3.8 9.65 D 523 0
19 10.6 13.97 D 202 0
20 15.31 12.81 D 1087 0
21 7.76 11.67 D 1093 0
22 3.99 10.03 D 605 0
23 11.19 0.27 D 718 0
24 7.49 15.81 DL 0 6
25 3.42 18.73 D 410 0
26 15.01 13.3 D 46 0
27 4.83 6.03 D 282 0
28 14.15 1.05 D 443 0
29 0.83 13.69 P 0 2
30 6.73 1.87 D 406 0
31 15.23 17.55 D 710 0
32 12.43 5.01 P 0 9
33 10.04 14.55 D 362 0
34 8.7 14.72 D 969 0
35 17.63 0.12 D 254 0
36 1.37 1.01 DL 0 5
37 1.86 2.45 D 648 0
38 1.54 11.81 D 852 0
39 1.66 0.69 D 675 0
40 1.06 9.41 DL 0 7
41 12.38 16.28 P 0 5
42 11.84 18.9 D 11 0
43 8.44 18.55 D 1159 0
44 1.86 1.34 D 355 0
45 3.96 9.13 DL 0 4
46 4.99 10.2 D 1153 0
47 7.41 2.9 D 32 0
48 0.73 16.05 D 210 0
49 10.7 7.9 P 0 4
50 15.39 11.62 D 1247 0
51 3.81 1.05 D 577 0
52 6.48 16.85 D 1252 0
53 1.75 2.34 D 637 0
54 18.6 12.01 D 920 0
55 12.34 6.15 D 119 0
56 1.06 15.84 D 1062 0
57 0.53 14.93 D 1260 0
58 14.68 15.11 D 1140 0
59 17.77 18.25 DL 0 3
60 8.72 2.46 D 809 0
61 3.23 7.78 D 1020 0
62 17.4 9.72 D 141 0
63 8.29 17.52 D 170 0
64 10.02 15.92 DL 0 2
65 4.59 8.12 D 46 0
66 8.61 0.66 D 885 0
67 12.14 13.42 D 777 0
68 2.71 6.63 D 534 0
69 4.31 18.45 D 110 0
70 2.28 8.16 D 779 0
71 13.33 18.74 D 1213 0
72 16.33 16.63 P 0 8
73 12.3 2.86 P 0 7
74 7.71 8.17 D 618 0
75 7.13 2.27 D 274 0
76 12.54 14.22 P 0 10
77 15.82 5.73 P 0 6
78 6.25 11.28 DL 0 1
79 1.02 18.9 D 1226 0
80 8.17 2.77 D 580 0
81 16.93 4.26 D 934 0
82 1.06 2.69 D 880 0
83 11.82 1.1 D 859 0
84 2.88 8.79 D 96 0
85 13.22 1.03 D 851 0
86 4.44 10.93 D 201 0
87 14.71 0.42 DL 0 9
88 18.32 19.44 D 429 0
89 0.26 7.98 D 457 0
90 11.95 17.85 D 482 0
91 4.82 13.06 DL 0 10
92 1.0 4.38 D 46 0
93 18.76 18.19 D 761 0
94 18.03 7.49 D 189 0
95 17.07 8.14 D 682 0
96 5.47 2.26 DL 0 8
97 14.82 6.69 D 863 0
98 12.43 16.31 D 1139 0
99 15.03 2.64 D 697 0
100 0.06 16.71 P 0 1
