# id X Y type ready_time pair_id
1 13.95 18.74 D 405 0
2 15.4 11.84 D 245 0
3 10.43 11.28 D 188 0
4 15.27 16.98 D 656 0
5 2.88 19.18 D 157 0
6 4.36 10.22 P 0 3
7 16.72 11.69 DL 0 7
8 18.67 15.26 P 0 4
9 2.22 8.49 D 808 0
10 12.84 9.98 D 66 0
11 19.29 11.18 D 411 0
12 9.76 5.69 D 415 0
13 3.92 10.17 D 610 0
14 0.65 16.61 D 388 0
15 3.79 3.26 D 38 0
16 19.23 3.24 D 390 0
17 16.64 17.26 D 86 0
18 9.69 11.94 D 298 0
19 16.12 10.62 D 454 0
20 0.16 11.44 D 199 0
21 7.77 11.27 D 456 0
22 0.91 7.11 D 402 0
23 19.83 11.78 DL 0 5
24 9.66 13.52 D 669 0
25 2.68 1.3 D 357 0
26 5.02 6.94 D 756 0
27 4.34 3.05 D 611 0
28 3.64 0.65 D 251 0
29 9.49 4.71 P 0 5
30 6.65 8.21 D 668 0
31 14.57 19.52 P 0 6
32 6.42 2.19 DL 0 8
33 2.59 15.76 D 1008 0
34 6.26 19.5 D 855 0
35 17.85 4.11 D 191 0
36 2.27 8.17 D 63 0
37 3.01 13.41 DL 0 3
38 9.29 15.05 D 640 0
39 8.63 18.29 D 648 0
40 0.84 19.03 D 871 0
41 18.98 4.72 DL 0 2
42 17.02 0.34 D 592 0
43 16.85 13.43 D 769 0
44 13.3 2.65 D 297 0
45 14.77 5.14 D 549 0
46 18.6 11.95 DL 0 6
47 10.59 6.62 D 692 0
48 1.34 3.86 P 0 2
49 1.04 1.97 P 0 8
50 8.66 19.14 D 301 0
51 8.72 9.63 D 819 0
52 5.79 16.37 D 128 0
53 4.99 12.41 P 0 7
54 19.99 19.98 D 172 0
55 4.25 5.11 D 594 0
56 6.95 12.37 DL 0 1
57 3.34 12.46 D 813 0
58 5.75 9.33 D 316 0
59 4.08 8.52 D 534 0
60 13.55 9.62 D 338 0
61 6.52 18.01 D 213 0
62 10.6 1.45 D 526 0
63 15.88 19.97 DL 0 4
64 2.2 1.43 D 798 0
65 7.16 4.48 D 156 0
66 15.3 14.76 D 943 0
67 17.79 14.49 D 385 0
68 14.46 19.36 D 443 0
69 11.17 16.29 P 0 1
70 4.19 11.28 D 243 0
71 11.59 4.79 D 997 0
72 3.29 3.8 D 761 0
73 14.47 2.53 D 12 0
74 9.91 8.41 D 317 0
75 5.13 15.16 D 562 0
