# id X Y type ready_time pair_id
1 15.73 13.88 D 322 0
2 12.97 8.2 D 220 0
3 4.35 15.77 DL 0 3
4 10.15 14.91 D 459 0
5 6.13 13.67 P 0 2
6 4.39 19.66 D 490 0
7 16.71 19.72 D 23 0
8 16.42 0.54 DL 0 1
9 11.54 13.37 D 336 0
10 13.38 19.2 D 101 0
11 11.33 15.05 D 359 0
12 17.98 10.79 D 475 0
13 15.4 1.0 D 398 0
14 0.05 10.32 D 239 0
15 3.16 16.78 D 353 0
16 17.36 9.15 D 142 0
17 6.87 14.47 D 357 0
18 16.66 15.33 D 219 0
19 7.44 16.46 D 417 0
20 3.71 12.59 P 0 3
21 18.98 17.36 D 60 0
22 6.36 13.99 D 369 0
23 7.47 14.85 D 459 0
24 4.03 8.37 D 321 0
25 14.47 10.07 D 107 0
26 3.07 0.45 D 211 0
27 7.45 18.73 P 0 1
28 18.47 8.64 DL 0 2
29 15.14 5.14 D 189 0
30 19.51 8.64 D 27 0
