# id X Y type ready_time pair_id
1 1.62 1.4 D 52 0
2 4.49 2.55 D 30 0
3 18.37 15.97 D 29 0
4 6.85 13.01 D 35 0
5 7.42 3.26 D 17 0
6 13.66 18.41 P 0 1
7 3.35 18.29 D 76 0
8 17.3 15.62 D 64 0
9 10.23 6.95 DL 0 1
10 13.03 8.51 D 63 0
11 1.97 15.91 D 90 0
12 15.16 6.28 D 111 0
13 12.57 18.88 D 23 0
14 8.36 17.65 P 0 3
15 2.97 4.82 DL 0 2
16 6.55 11.52 P 0 2
17 11.23 18.72 D 36 0
18 12.28 12.28 D 4 0
19 18.98 0.8 DL 0 3
20 5.56 16.08 D 87 0
21 18.4 16.27 D 54 0
22 3.47 13.59 D 47 0
23 1.58 4.45 D 72 0
24 18.93 4.15 D 88 0
25 16.47 3.55 D 35 0
26 10.46 6.29 D 63 0
27 2.45 5.09 D 36 0
28 13.37 10.78 D 19 0
29 12.52 0.96 D 109 0
30 17.3 3.22 D 114 0
