# id X Y type ready_time pair_id
1 13.76 7.82 D 73 0
2 7.67 1.57 D 114 0
3 19.53 3.71 D 74 0
4 2.45 7.96 D 28 0
5 14.62 8.06 D 106 0
6 7.77 18.28 D 7 0
7 2.69 12.55 D 113 0
8 0.48 3.65 P 0 3
9 1.37 7.43 P 0 2
10 3.08 2.52 D 94 0
11 15.01 0.4 D 2 0
12 12.46 5.46 D 5 0
13 0.36 17.72 DL 0 1
14 13.28 14.64 D 5 0
15 7.16 1.14 D 50 0
16 8.73 1.04 D 63 0
17 5.83 8.9 D 86 0
18 11.78 10.57 D 75 0
19 10.37 14.56 D 84 0
20 6.4 18.29 D 40 0
21 6.14 13.53 D 53 0
22 10.19 18.79 P 0 1
23 19.56 14.12 DL 0 3
24 7.19 10.81 DL 0 2
25 19.41 6.83 D 114 0
26 13.1 3.57 D 26 0
27 18.0 14.22 D 117 0
28 3.48 4.01 D 35 0
29 4.4 1.55 D 46 0
30 0.32 14.65 D 47 0
