# id X Y type ready_time pair_id
1 16.6 19.91 DL 0 4
2 1.35 1.65 D 234 0
3 18.06 19.92 P 0 1
4 16.62 2.38 D 337 0
5 9.35 6.01 D 575 0
6 13.97 2.12 D 87 0
7 12.14 5.17 D 12 0
8 11.34 12.12 P 0 2
9 14.77 18.43 D 256 0
10 10.15 5.4 D 430 0
11 19.92 17.68 D 638 0
12 2.93 1.08 D 16 0
13 4.24 7.93 D 273 0
14 0.28 10.6 D 644 0
15 10.3 4.59 P 0 4
16 2.81 0.31 D 416 0
17 11.32 19.86 D 586 0
18 5.01 2.09 D 550 0
19 15.45 8.04 D 618 0
20 13.68 2.44 D 162 0
21 7.6 5.56 DL 0 2
22 16.04 18.96 D 17 0
23 4.34 18.34 D 459 0
24 19.57 13.09 D 305 0
25 19.89 16.41 D 563 0
26 9.21 7.75 D 24 0
27 10.0 13.67 D 334 0
28 6.13 19.84 D 106 0
29 14.44 19.47 DL 0 3
30 6.74 18.32 D 73 0
31 18.42 7.6 D 464 0
32 10.46 1.39 D 635 0
33 18.92 18.49 D 641 0
34 10.78 8.19 DL 0 1
35 12.46 10.74 D 532 0
36 4.97 4.52 D 567 0
37 17.8 9.07 D 120 0
38 15.04 5.25 P 0 3
39 8.92 17.92 D 224 0
40 4.83 1.35 D 635 0
