# id X Y type ready_time pair_id
1 5.08 12.32 D 68 0
2 10.09 4.44 D 72 0
3 14.28 10.56 D 20 0
4 2.41 0.17 D 136 0
5 7.03 7.9 D 48 0
6 8.49 18.79 D 127 0
7 17.78 8.84 D 21 0
8 18.38 10.5 P 0 3
9 13.82 4.43 D 150 0
10 0.47 10.88 DL 0 2
11 12.38 3.82 D 72 0
12 0.61 9.3 D 186 0
13 11.68 3.8 D 134 0
14 6.94 9.64 D 91 0
15 1.44 11.31 D 149 0
16 1.39 0.59 D 42 0
17 13.12 8.41 D 204 0
18 3.8 9.65 D 55 0
19 10.6 13.97 D 67 0
20 15.31 12.81 D 39 0
21 7.76 11.67 D 182 0
22 3.99 10.03 D 121 0
23 11.19 0.27 D 195 0
24 7.49 15.81 D 45 0
25 3.42 18.73 P 0 9
26 15.01 13.3 P 0 6
27 4.83 6.03 D 143 0
28 14.15 1.05 D 0 0
29 0.83 13.69 DL 0 9
30 6.73 1.87 D 41 0
31 15.23 17.55 D 132 0
32 12.43 5.01 DL 0 10
33 10.04 14.55 D 87 0
34 8.7 14.72 D 68 0
35 17.63 0.12 D 17 0
36 1.37 1.01 D 4 0
37 1.86 2.45 D 126 0
38 1.54 11.81 D 169 0
39 1.66 0.69 D 124 0
40 1.06 9.41 D 17 0
41 12.38 16.28 D 138 0
42 11.84 18.9 DL 0 3
43 8.44 18.55 D 173 0
44 1.86 1.34 DL 0 7
45 3.96 9.13 DL 0 8
46 4.99 10.2 D 178 0
47 7.41 2.9 D 101 0
48 0.73 16.05 D 188 0
49 10.7 7.9 D 79 0
50 15.39 11.62 D 19 0
51 3.81 1.05 D 203 0
52 6.48 16.85 D 147 0
53 1.75 2.34 D 158 0
54 18.6 12.01 D 55 0
55 12.34 6.15 D 169 0
56 1.06 15.84 D 41 0
57 0.53 14.93 D 181 0
58 14.68 15.11 D 50 0
59 17.77 18.25 D 150 0
60 8.72 2.46 D 214 0
61 3.23 7.78 D 121 0
62 17.4 9.72 D 164 0
63 8.29 17.52 P 0 1
64 10.02 15.92 D 108 0
65 4.59 8.12 D 72 0
66 8.61 0.66 D 201 0
67 12.14 13.42 D 117 0
68 2.71 6.63 D 164 0
69 4.31 18.45 D 151 0
70 2.28 8.16 DL 0 1
71 13.33 18.74 P 0 5
72 16.33 16.63 D 201 0
73 12.3 2.86 D 63 0
74 7.71 8.17 DL 0 6
75 7.13 2.27 D 215 0
76 12.54 14.22 D 172 0
77 15.82 5.73 D 213 0
78 6.25 11.28 DL 0 5
79 1.02 18.9 D 190 0
80 8.17 2.77 DL 0 4
81 16.93 4.26 D 1 0
82 1.06 2.69 P 0 8
83 11.82 1.1 D 118 0
84 2.88 8.79 P 0 10
85 13.22 1.03 D 109 0
86 4.44 10.93 D 102 0
87 14.71 0.42 D 172 0
88 18.32 19.44 D 98 0
89 0.26 7.98 D 99 0
90 11.95 17.85 D 47 0
91 4.82 13.06 P 0 7
92 1.0 4.38 D 3 0
93 18.76 18.19 D 42 0
94 18.03 7.49 P 0 4
95 17.07 8.14 D 211 0
96 5.47 2.26 D 133 0
97 14.82 6.69 D 180 0
98 12.43 16.31 D 83 0
99 15.03 2.64 D 133 0
100 0.06 16.71 P 0 2
