# id X Y type ready_time pair_id
1 2.62 9.83 D 579 0
2 5.96 10.29 DL 0 5
3 13.05 10.43 D 269 0
4 12.59 16.35 D 193 0
5 19.62 18.44 D 377 0
6 0.47 8.68 D 333 0
7 9.55 14.24 D 298 0
8 17.7 9.5 DL 0 4
9 12.93 4.02 DL 0 2
10 1.93 15.85 DL 0 1
11 9.45 18.87 D 400 0
12 5.37 11.65 D 327 0
13 15.19 6.05 D 183 0
14 17.04 17.5 D 628 0
15 2.9 10.1 D 14 0
16 16.45 19.71 D 488 0
17 16.93 1.41 D 418 0
18 15.58 7.18 D 572 0
19 6.97 9.73 D 441 0
20 14.62 2.69 DL 0 3
21 3.69 1.13 D 240 0
22 10.89 4.15 D 338 0
23 13.54 18.08 D 473 0
24 0.27 10.11 P 0 4
25 0.2 4.83 D 156 0
26 15.49 14.01 D 143 0
27 5.82 2.27 D 415 0
28 16.9 12.11 D 544 0
29 6.08 0.47 D 115 0
30 7.72 0.98 D 525 0
31 10.66 0.49 D 626 0
32 8.09 2.42 D 278 0
33 12.55 1.85 P 0 2
34 9.96 5.78 D 189 0
35 18.3 17.24 P 0 5
36 8.46 0.81 D 128 0
37 14.65 1.62 P 0 3
38 4.29 7.82 D 209 0
39 6.81 9.67 D 357 0
40 16.63 15.97 D 233 0
41 18.27 2.22 D 569 0
42 16.06 15.56 D 592 0
43 12.93 10.12 D 548 0
44 3.4 15.57 D 6 0
45 6.57 12.49 D 243 0
46 1.33 13.9 D 577 0
47 16.42 14.8 D 255 0
48 13.57 14.42 D 622 0
49 15.28 2.29 P 0 1
50 18.68 2.35 D 351 0
