# id X Y type ready_time pair_id
1 15.36 12.78 D 518 0
2 5.35 13.55 D 762 0
3 0.53 14.61 D 609 0
4 18.55 8.99 DL 0 5
5 3.87 14.02 D 767 0
6 5.36 4.47 D 711 0
7 19.03 6.94 D 496 0
8 5.11 11.69 D 96 0
9 3.62 11.58 D 188 0
10 4.95 3.7 D 252 0
11 10.39 5.77 DL 0 2
12 0.31 7.08 D 418 0
13 9.44 1.85 P 0 5
14 3.55 1.58 D 950 0
15 19.2 13.1 D 906 0
16 19.08 1.32 D 765 0
17 13.8 0.61 D 462 0
18 13.6 18.98 D 13 0
19 10.75 15.1 D 849 0
20 16.72 2.97 P 0 1
21 4.12 4.17 D 46 0
22 8.92 6.43 D 381 0
23 15.88 2.25 D 368 0
24 11.27 16.25 D 901 0
25 10.82 17.77 DL 0 3
26 4.72 0.89 D 660 0
27 18.69 0.48 D 894 0
28 15.34 6.21 D 319 0
29 11.78 9.7 D 434 0
30 6.22 0.07 D 437 0
31 15.34 14.43 D 134 0
32 17.05 18.59 D 100 0
33 3.87 15.29 P 0 3
34 7.81 19.56 DL 0 4
35 17.31 9.3 D 195 0
36 14.22 1.7 D 466 0
37 17.37 19.41 D 653 0
38 9.8 2.7 P 0 4
39 17.09 2.44 D 550 0
40 11.53 3.06 D 927 0
41 13.8 11.4 D 66 0
42 4.56 18.4 D 346 0
43 19.68 1.32 D 431 0
44 15.0 18.37 D 256 0
45 13.06 11.17 D 763 0
46 9.19 6.86 D 734 0
47 7.98 8.77 P 0 2
48 3.22 15.3 DL 0 1
49 0.47 10.38 D 722 0
50 6.45 18.36 D 731 0
