# id X Y type ready_time pair_id
1 9.74 11.36 D 22 0
2 6.2 9.39 D 127 0
3 4.67 16.48 D 450 0
4 8.17 13.13 D 479 0
5 14.65 13.2 D 9 0
6 3.7 17.25 D 398 0
7 0.47 7.48 D 439 0
8 13.07 1.76 D 7 0
9 4.15 14.18 D 156 0
10 6.17 15.08 D 202 0
11 14.77 9.57 D 76 0
12 7.75 19.98 P 0 3
13 14.95 0.43 P 0 2
14 15.35 11.26 D 206 0
15 3.93 3.46 D 98 0
16 15.73 10.39 D 529 0
17 6.71 11.98 D 231 0
18 9.21 8.21 D 207 0
19 17.35 0.27 D 194 0
20 10.61 13.2 D 547 0
21 9.83 0.24 P 0 4
22 10.7 9.75 P 0 6
23 19.7 0.12 DL 0 2
24 12.5 18.85 D 23 0
25 15.98 19.94 P 0 7
26 3.35 1.48 D 524 0
27 4.33 15.27 D 152 0
28 5.18 14.36 D 256 0
29 9.6 6.85 D 324 0
30 3.2 16.88 D 152 0
31 18.74 11.54 DL 0 6
32 6.35 18.51 D 431 0
33 3.68 17.69 D 491 0
34 1.47 6.59 D 26 0
35 7.58 6.94 DL 0 7
36 7.68 5.92 D 58 0
37 7.78 13.39 P 0 8
38 17.48 13.58 D 367 0
39 4.08 11.23 D 176 0
40 6.62 5.12 D 538 0
41 1.74 12.19 D 147 0
42 6.18 1.59 D 245 0
43 5.56 15.36 D 39 0
44 17.09 0.63 P 0 5
45 13.15 3.82 DL 0 3
46 9.9 9.67 DL 0 5
47 13.69 4.49 D 404 0
48 10.8 14.22 D 199 0
49 1.79 1.14 D 441 0
50 8.54 10.16 D 505 0
51 5.15 13.55 D 14 0
52 6.33 5.35 D 16 0
53 19.34 10.52 D 323 0
54 7.94 12.86 D 496 0
55 3.62 9.01 D 140 0
56 7.73 15.92 D 132 0
57 17.37 7.27 D 446 0
58 10.6 2.86 D 105 0
59 8.46 5.89 DL 0 4
60 19.84 9.36 DL 0 8
61 2.05 7.58 D 188 0
62 18.41 4.71 DL 0 1
63 1.13 13.63 D 37 0
64 12.04 19.2 D 225 0
65 18.6 13.15 P 0 1
66 1.77 10.34 D 183 0
67 14.77 9.8 D 150 0
68 7.5 7.1 D 194 0
69 13.77 9.85 D 359 0
70 14.48 13.55 D 354 0
71 17.87 5.38 D 153 0
72 19.97 15.6 D 47 0
73 9.52 6.87 D 281 0
74 19.03 18.42 D 328 0
75 7.55 10.55 D 562 0
