# id X Y type ready_time pair_id
1 19.9 9.24 D 18 0
2 11.03 8.34 D 87 0
3 4.64 19.45 P 0 4
4 1.73 15.37 D 414 0
5 16.74 11.16 D 192 0
6 9.84 18.15 P 0 2
7 17.93 0.2 D 145 0
8 14.23 10.01 D 456 0
9 17.07 10.65 D 346 0
10 12.32 1.19 D 410 0
11 17.44 5.92 DL 0 4
12 19.7 12.3 DL 0 2
13 18.05 4.42 D 338 0
14 4.49 16.18 D 690 0
15 13.75 1.43 D 17 0
16 2.01 9.65 D 185 0
17 9.58 13.55 D 328 0
18 6.2 4.12 D 144 0
19 0.59 7.65 D 349 0
20 0.34 12.54 P 0 1
21 9.97 12.41 D 17 0
22 11.56 19.0 D 192 0
23 5.5 17.09 D 116 0
24 11.18 6.75 D 532 0
25 7.34 19.77 P 0 3
26 16.06 10.94 D 277 0
27 18.36 15.16 D 214 0
28 14.82 12.53 DL 0 3
29 12.47 10.67 D 412 0
30 7.32 2.09 D 210 0
31 6.16 8.72 D 66 0
32 5.78 13.4 D 571 0
33 13.65 13.16 D 195 0
34 1.37 0.2 D 548 0
35 7.02 8.09 D 11 0
36 11.73 2.07 D 703 0
37 9.48 18.51 DL 0 1
38 11.45 19.99 D 97 0
39 1.79 13.98 D 303 0
40 10.21 16.03 D 101 0
