# id X Y type ready_time pair_id
1 18.37 2.63 D 214 0
2 13.96 2.79 D 534 0
3 0.91 9.31 D 885 0
4 3.06 5.18 D 475 0
5 5.41 16.58 D 179 0
6 16.91 15.85 DL 0 2
7 13.41 10.67 D 280 0
8 0.89 11.44 D 893 0
9 9.49 2.17 P 0 4
10 16.84 18.84 D 734 0
11 18.47 5.96 D 795 0
12 17.14 3.61 D 902 0
13 11.5 5.49 D 184 0
14 5.79 12.34 D 799 0
15 2.31 5.8 DL 0 5
16 11.46 15.52 P 0 1
17 10.42 19.11 P 0 5
18 12.42 10.09 D 123 0
19 9.01 17.87 D 242 0
20 5.11 14.39 D 529 0
21 1.55 10.64 P 0 3
22 14.54 1.78 P 0 2
23 3.86 8.43 D 616 0
24 7.62 14.13 D 740 0
25 5.73 11.23 D 801 0
26 8.43 11.27 D 567 0
27 9.93 17.44 DL 0 4
28 8.2 8.46 D 562 0
29 15.39 2.71 D 528 0
30 12.31 10.29 D 601 0
31 6.14 8.72 D 152 0
32 11.53 6.44 DL 0 3
33 7.88 7.36 D 628 0
34 5.45 12.6 D 720 0
35 19.92 1.48 D 531 0
36 2.17 17.84 D 294 0
37 2.05 9.0 D 79 0
38 10.35 18.88 D 105 0
39 12.76 14.5 D 759 0
40 7.26 1.22 D 852 0
41 18.54 19.3 D 828 0
42 9.49 7.21 D 434 0
43 1.81 19.27 D 168 0
44 11.79 11.94 D 509 0
45 9.76 8.16 D 59 0
46 14.01 9.36 D 552 0
47 5.71 3.5 DL 0 1
48 5.98 12.94 D 583 0
49 9.92 1.9 D 328 0
50 5.93 17.97 D 900 0
