# id X Y type ready_time pair_id
1 4.85 0.13 D 313 0
2 0.49 16.78 P 0 5
3 7.83 19.67 D 165 0
4 7.01 16.06 D 332 0
5 13.97 12.65 D 148 0
6 13.88 8.67 D 417 0
7 1.66 10.7 D 399 0
8 3.72 8.16 D 110 0
9 12.96 18.56 D 224 0
10 18.27 10.87 D 403 0
11 8.1 4.49 D 352 0
12 4.87 4.31 D 312 0
13 16.67 9.72 D 397 0
14 10.99 2.84 D 426 0
15 9.78 18.89 D 12 0
16 19.45 16.54 D 137 0
17 5.74 18.67 P 0 2
18 10.6 1.83 D 395 0
19 5.59 17.38 D 418 0
20 16.65 16.22 D 164 0
21 14.05 5.14 D 235 0
22 18.26 3.84 D 80 0
23 16.59 0.84 D 351 0
24 3.52 13.0 D 417 0
25 14.06 0.03 D 325 0
26 5.73 12.86 D 449 0
27 2.37 6.21 DL 0 3
28 17.75 12.11 D 366 0
29 6.75 16.77 D 361 0
30 8.02 9.55 D 242 0
31 17.64 4.43 D 453 0
32 16.08 3.6 D 204 0
33 8.32 5.33 DL 0 4
34 4.01 15.89 D 327 0
35 3.23 15.46 D 131 0
36 4.14 2.64 D 270 0
37 10.38 8.87 D 3 0
38 13.19 16.93 D 113 0
39 11.04 2.84 D 66 0
40 18.39 4.42 P 0 4
41 15.84 8.1 D 141 0
42 1.76 6.17 DL 0 5
43 7.5 15.37 D 307 0
44 15.9 2.71 D 58 0
45 17.24 3.42 DL 0 1
46 16.2 5.73 P 0 1
47 4.81 8.5 D 199 0
48 12.64 5.8 P 0 3
49 9.57 9.99 D 297 0
50 7.7 17.71 DL 0 2
