# id X Y type ready_time pair_id
1 18.58 16.97 D 398 0
2 14.72 16.28 DL 0 2
3 2.48 19.08 D 223 0
4 6.28 4.14 P 0 1
5 16.21 11.4 D 188 0
6 11.83 4.51 D 131 0
7 10.24 18.02 P 0 3
8 12.54 19.37 D 467 0
9 0.01 0.42 D 301 0
10 18.16 19.31 D 354 0
11 4.38 13.05 D 236 0
12 18.61 11.06 P 0 2
13 15.06 2.67 D 2 0
14 14.89 4.57 D 161 0
15 1.1 10.88 D 382 0
16 1.94 6.65 D 410 0
17 17.88 9.35 D 76 0
18 1.15 10.68 D 274 0
19 1.35 17.56 D 182 0
20 2.19 15.34 D 103 0
21 4.34 4.11 D 378 0
22 10.17 8.93 D 143 0
23 14.26 14.22 DL 0 3
24 6.87 0.89 D 96 0
25 19.42 18.65 DL 0 1
26 3.06 6.88 D 8 0
27 4.39 2.05 D 275 0
28 2.38 19.69 D 280 0
29 14.13 2.48 D 430 0
30 17.01 4.91 D 300 0
