# id X Y type ready_time pair_id
1 2.99 12.0 DL 0 5
2 19.34 16.2 D 621 0
3 4.84 2.02 D 748 0
4 1.99 15.2 D 62 0
5 8.48 3.56 DL 0 2
6 11.69 8.68 P 0 4
7 9.74 7.89 D 26 0
8 7.97 16.08 P 0 5
9 12.46 7.99 D 130 0
10 14.67 14.48 P 0 1
11 6.41 16.42 D 281 0
12 11.98 10.67 D 113 0
13 3.27 11.01 D 235 0
14 9.09 6.62 P 0 3
15 6.56 9.14 D 226 0
16 10.51 1.42 P 0 2
17 17.62 13.75 D 756 0
18 0.52 13.43 D 679 0
19 0.46 17.89 D 156 0
20 6.39 17.28 D 251 0
21 5.59 18.17 D 510 0
22 3.47 12.24 D 306 0
23 5.25 12.33 DL 0 1
24 13.0 10.87 DL 0 4
25 0.73 1.08 D 273 0
26 16.94 19.73 D 371 0
27 6.11 0.38 D 138 0
28 13.24 17.53 DL 0 3
29 12.24 16.62 D 301 0
30 19.56 0.6 D 126 0
31 9.83 4.15 D 779 0
32 4.07 0.0 D 426 0
33 1.05 12.53 D 459 0
34 17.44 0.54 D 604 0
35 15.31 18.94 D 575 0
36 2.29 7.63 D 89 0
37 7.02 10.1 D 196 0
38 3.05 15.09 D 683 0
39 10.28 7.93 D 545 0
40 12.33 3.94 D 241 0
41 18.93 2.89 D 658 0
42 8.31 10.61 D 437 0
43 8.87 10.07 D 512 0
44 1.61 1.29 D 203 0
45 4.34 14.47 D 445 0
46 19.98 18.62 D 735 0
47 9.31 3.8 D 741 0
48 14.33 6.57 D 683 0
49 1.37 0.04 D 739 0
50 10.7 10.05 D 273 0
