# id X Y type ready_time pair_id
1 18.27 12.88 P 0 1
2 3.84 10.96 D 160 0
3 7.93 19.55 D 737 0
4 8.87 19.11 D 161 0
5 14.44 15.61 D 158 0
6 5.75 15.79 D 310 0
7 13.82 9.19 D 342 0
8 16.84 6.99 D 218 0
9 9.3 6.7 D 678 0
10 1.94 12.34 DL 0 2
11 2.81 6.19 D 411 0
12 6.04 18.3 D 315 0
13 2.07 8.89 D 252 0
14 16.88 5.93 DL 0 5
15 0.57 9.81 D 13 0
16 8.57 9.99 D 417 0
17 9.52 10.38 DL 0 7
18 19.88 10.72 DL 0 3
19 9.03 7.97 D 510 0
20 4.22 4.93 D 585 0
21 18.92 0.49 D 105 0
22 11.84 8.45 D 348 0
23 9.01 17.82 D 584 0
24 4.38 9.04 D 644 0
25 13.0 15.89 D 752 0
26 16.83 15.18 D 440 0
27 0.88 4.33 P 0 5
28 12.48 14.55 D 409 0
29 0.26 3.85 D 98 0
30 3.08 3.65 DL 0 1
31 19.02 5.95 D 255 0
32 7.81 19.54 D 87 0
33 8.69 13.79 DL 0 8
34 2.71 13.73 D 416 0
35 0.67 1.11 D 57 0
36 4.85 18.78 D 500 0
37 6.25 13.37 D 682 0
38 4.8 8.71 D 232 0
39 14.98 14.37 D 748 0
40 4.88 5.99 D 380 0
41 16.13 10.67 D 164 0
42 1.11 19.74 D 183 0
43 2.89 6.02 P 0 2
44 2.0 12.52 D 760 0
45 0.21 8.49 D 130 0
46 9.05 6.34 D 193 0
47 3.63 14.06 D 88 0
48 10.31 12.65 D 623 0
49 8.72 2.35 P 0 7
50 1.15 5.22 D 377 0
51 8.43 2.24 D 707 0
52 4.39 10.49 D 479 0
53 19.43 18.41 D 353 0
54 15.73 5.27 D 579 0
55 7.19 13.2 D 747 0
56 9.95 8.6 D 443 0
57 14.57 12.65 D 543 0
58 8.04 11.1 D 586 0
59 18.9 10.26 P 0 6
60 6.58 3.36 D 33 0
61 8.56 17.59 D 59 0
62 6.37 2.77 D 103 0
63 1.38 16.94 D 104 0
64 9.64 17.3 D 361 0
65 4.94 8.01 D 603 0
66 2.6 4.41 D 523 0
67 1.06 7.92 D 771 0
68 3.06 3.24 DL 0 6
69 5.57 1.85 D 225 0
70 11.72 19.06 DL 0 4
71 8.64 10.24 D 626 0
72 0.32 0.59 P 0 4
73 0.27 17.71 P 0 8
74 19.52 12.53 P 0 3
75 11.19 18.67 D 753 0
