# id X Y type ready_time pair_id
1 4.52 14.61 D 72 0
2 12.85 3.78 D 552 0
3 7.18 12.71 D 45 0
4 6.1 3.71 P 0 4
5 7.87 13.03 DL 0 3
6 13.34 11.99 P 0 1
7 12.49 19.96 D 10 0
8 14.35 13.35 D 300 0
9 2.18 10.92 D 29 0
10 18.5 12.1 D 221 0
11 5.81 9.91 D 664 0
12 18.69 4.87 D 20 0
13 3.77 8.92 D 311 0
14 1.82 0.43 D 598 0
15 9.54 2.36 D 668 0
16 8.02 17.31 D 375 0
17 15.79 5.45 D 329 0
18 11.57 7.25 D 49 0
19 18.11 2.12 D 779 0
20 12.66 10.89 D 224 0
21 0.48 14.87 D 741 0
22 1.05 11.21 D 322 0
23 4.32 5.2 D 102 0
24 0.26 9.55 D 199 0
25 5.38 0.82 D 431 0
26 3.83 9.34 DL 0 4
27 11.66 4.02 D 317 0
28 14.43 13.54 D 211 0
29 8.94 3.61 P 0 2
30 10.51 2.91 D 233 0
31 1.02 12.94 D 281 0
32 15.38 4.77 D 776 0
33 16.43 5.44 D 305 0
34 9.4 4.08 DL 0 2
35 4.72 0.42 D 105 0
36 7.08 12.33 DL 0 1
37 1.81 2.37 D 304 0
38 17.64 13.52 D 688 0
39 6.31 19.19 P 0 3
40 0.54 10.94 D 654 0
