# id X Y type ready_time pair_id
1 18.37 3.12 D 21 0
2 14.05 7.85 D 256 0
3 0.31 3.87 D 163 0
4 9.26 9.27 P 0 4
5 13.63 10.91 D 316 0
6 18.94 1.22 D 121 0
7 9.75 10.85 D 344 0
8 8.92 7.1 D 287 0
9 13.64 13.18 P 0 3
10 11.2 0.75 D 84 0
11 17.76 16.42 D 178 0
12 0.57 16.74 D 150 0
13 9.54 15.43 D 226 0
14 10.58 6.51 D 99 0
15 16.74 17.72 D 75 0
16 2.39 6.81 D 58 0
17 2.67 8.66 P 0 1
18 8.69 11.8 D 336 0
19 17.02 8.92 D 272 0
20 18.05 6.23 D 247 0
21 6.75 0.63 D 358 0
22 4.94 3.5 D 250 0
23 16.46 3.28 D 400 0
24 5.36 19.2 D 34 0
25 18.08 15.27 D 307 0
26 8.94 18.73 D 309 0
27 5.18 2.14 D 218 0
28 4.25 5.84 DL 0 1
29 9.51 9.16 DL 0 4
30 16.47 7.56 D 396 0
31 3.88 2.24 D 410 0
32 13.57 0.97 D 11 0
33 8.84 18.74 D 14 0
34 10.73 17.18 D 391 0
35 18.8 17.66 DL 0 3
36 11.16 8.6 P 0 2
37 7.39 17.29 D 180 0
38 6.08 17.41 DL 0 2
39 1.58 17.71 D 382 0
40 16.63 14.71 D 292 0
