# id X Y type ready_time pair_id
1 11.83 10.32 D 97 0
2 0.46 8.54 D 224 0
3 2.71 15.07 D 71 0
4 13.18 2.58 D 237 0
5 13.22 10.51 P 0 2
6 9.53 15.14 D 160 0
7 3.4 1.51 P 0 3
8 15.08 4.85 D 8 0
9 5.78 2.55 D 82 0
10 14.1 0.79 D 39 0
11 17.24 3.72 D 134 0
12 13.76 14.45 D 193 0
13 13.66 19.47 D 115 0
14 1.53 7.28 D 130 0
15 5.44 3.6 D 125 0
16 1.95 4.65 D 228 0
17 17.04 3.63 D 28 0
18 4.74 9.45 D 83 0
19 4.99 8.02 D 14 0
20 17.04 11.87 DL 0 3
21 4.88 11.2 D 230 0
22 10.03 16.03 D 201 0
23 0.66 2.77 D 145 0
24 2.2 8.5 D 147 0
25 16.89 19.66 D 219 0
26 10.01 18.89 DL 0 2
27 8.35 3.32 D 32 0
28 0.34 8.71 DL 0 1
29 0.38 17.1 D 214 0
30 18.5 10.9 P 0 1
