# id X Y type ready_time pair_id
1 15.36 12.78 DL 0 2
2 5.35 13.55 D 130 0
3 0.53 14.61 D 66 0
4 18.55 8.99 D 198 0
5 3.87 14.02 D 65 0
6 5.36 4.47 D 101 0
7 19.03 6.94 D 61 0
8 5.11 11.69 D 447 0
9 3.62 11.58 D 1 0
10 4.95 3.7 D 144 0
11 10.39 5.77 D 477 0
12 0.31 7.08 D 383 0
13 9.44 1.85 D 410 0
14 3.55 1.58 D 274 0
15 19.2 13.1 D 310 0
16 19.08 1.32 D 197 0
17 13.8 0.61 D 128 0
18 13.6 18.98 P 0 3
19 10.75 15.1 D 16 0
20 16.72 2.97 P 0 5
21 4.12 4.17 P 0 4
22 8.92 6.43 D 222 0
23 15.88 2.25 P 0 2
24 11.27 16.25 D 206 0
25 10.82 17.77 DL 0 1
26 4.72 0.89 DL 0 5
27 18.69 0.48 P 0 1
28 15.34 6.21 D 229 0
29 11.78 9.7 D 359 0
30 6.22 0.07 D 24 0
31 15.34 14.43 D 145 0
32 17.05 18.59 D 96 0
33 3.87 15.29 D 200 0
34 7.81 19.56 D 331 0
35 17.31 9.3 D 67 0
36 14.22 1.7 D 26 0
37 17.37 19.41 D 373 0
38 9.8 2.7 D 129 0
39 17.09 2.44 D 175 0
40 11.53 3.06 D 165 0
41 13.8 11.4 D 293 0
42 4.56 18.4 D 95 0
43 19.68 1.32 DL 0 4
44 15.0 18.37 D 272 0
45 13.06 11.17 D 381 0
46 9.19 6.86 D 165 0
47 7.98 8.77 DL 0 3
48 3.22 15.3 D 100 0
49 0.47 10.38 D 318 0
50 6.45 18.36 D 19 0
