# id X Y type ready_time pair_id
1 0.73 6.07 D 172 0
2 12.85 7.9 D 506 0
3 0.33 11.74 D 137 0
4 7.27 12.74 D 344 0
5 19.42 17.93 DL 0 2
6 8.96 8.08 D 177 0
7 9.48 11.1 D 258 0
8 7.54 12.96 D 111 0
9 1.49 5.16 D 468 0
10 5.58 10.12 D 258 0
11 17.89 14.04 D 336 0
12 0.84 13.72 D 272 0
13 19.45 15.83 D 32 0
14 17.02 17.69 D 353 0
15 2.89 5.5 DL 0 1
16 9.56 11.71 DL 0 3
17 14.99 8.48 D 44 0
18 3.16 19.63 P 0 3
19 5.19 12.43 P 0 2
20 4.58 3.2 D 323 0
21 0.06 10.98 D 329 0
22 15.53 3.24 D 610 0
23 10.47 19.78 D 3 0
24 8.53 19.56 P 0 1
25 14.78 2.66 D 263 0
26 1.35 1.45 D 307 0
27 0.18 13.55 D 241 0
28 14.76 11.07 D 57 0
29 8.12 18.63 D 523 0
30 2.36 13.82 D 354 0
