# id X Y type ready_time pair_id
1 5.08 12.32 D 243 0
2 10.09 4.44 D 47 0
3 14.28 10.56 D 17 0
4 2.41 0.17 D 123 0
5 7.03 7.9 D 315 0
6 8.49 18.79 D 322 0
7 17.78 8.84 D 238 0
8 18.38 10.5 D 321 0
9 13.82 4.43 P 0 9
10 0.47 10.88 D 432 0
11 12.38 3.82 D 346 0
12 0.61 9.3 D 188 0
13 11.68 3.8 D 50 0
14 6.94 9.64 DL 0 4
15 1.44 11.31 D 64 0
16 1.39 0.59 D 98 0
17 13.12 8.41 D 60 0
18 3.8 9.65 D 49 0
19 10.6 13.97 D 36 0
20 15.31 12.81 D 247 0
21 7.76 11.67 D 248 0
22 3.99 10.03 DL 0 1
23 11.19 0.27 D 66 0
24 7.49 15.81 D 77 0
25 3.42 18.73 D 186 0
26 15.01 13.3 D 301 0
27 4.83 6.03 D 121 0
28 14.15 1.05 D 322 0
29 0.83 13.69 DL 0 8
30 6.73 1.87 D 153 0
31 15.23 17.55 D 94 0
32 12.43 5.01 D 39 0
33 10.04 14.55 D 66 0
34 8.7 14.72 D 142 0
35 17.63 0.12 D 379 0
36 1.37 1.01 D 268 0
37 1.86 2.45 D 33 0
38 1.54 11.81 D 51 0
39 1.66 0.69 D 351 0
40 1.06 9.41 D 363 0
41 12.38 16.28 D 248 0
42 11.84 18.9 D 184 0
43 8.44 18.55 D 272 0
44 1.86 1.34 D 141 0
45 3.96 9.13 D 396 0
46 4.99 10.2 D 402 0
47 7.41 2.9 D 61 0
48 0.73 16.05 D 223 0
49 10.7 7.9 D 285 0
50 15.39 11.62 D 39 0
51 3.81 1.05 D 109 0
52 6.48 16.85 D 57 0
53 1.75 2.34 D 144 0
54 18.6 12.01 P 0 2
55 12.34 6.15 D 37 0
56 1.06 15.84 D 214 0
57 0.53 14.93 P 0 4
58 14.68 15.11 D 296 0
59 17.77 18.25 D 276 0
60 8.72 2.46 DL 0 6
61 3.23 7.78 D 208 0
62 17.4 9.72 P 0 5
63 8.29 17.52 D 136 0
64 10.02 15.92 D 412 0
65 4.59 8.12 D 263 0
66 8.61 0.66 D 202 0
67 12.14 13.42 D 4 0
68 2.71 6.63 D 293 0
69 4.31 18.45 P 0 3
70 2.28 8.16 D 102 0
71 13.33 18.74 P 0 1
72 16.33 16.63 DL 0 2
73 12.3 2.86 DL 0 10
74 7.71 8.17 D 26 0
75 7.13 2.27 P 0 7
76 12.54 14.22 DL 0 7
77 15.82 5.73 D 134 0
78 6.25 11.28 D 177 0
79 1.02 18.9 DL 0 9
80 8.17 2.77 D 132 0
81 16.93 4.26 D 169 0
82 1.06 2.69 D 267 0
83 11.82 1.1 DL 0 3
84 2.88 8.79 D 367 0
85 13.22 1.03 D 31 0
86 4.44 10.93 D 69 0
87 14.71 0.42 D 279 0
88 18.32 19.44 P 0 8
89 0.26 7.98 D 312 0
90 11.95 17.85 D 397 0
91 4.82 13.06 D 135 0
92 1.0 4.38 D 433 0
93 18.76 18.19 DL 0 5
94 18.03 7.49 D 154 0
95 17.07 8.14 D 180 0
96 5.47 2.26 P 0 10
97 14.82 6.69 D 256 0
98 12.43 16.31 P 0 6
99 15.03 2.64 D 32 0
100 0.06 16.71 D 299 0
